Well,Sample ID,ng/ul,Size (bp),% (Conc.) (ng/uL),nmole/L,RFU,TIC (ng/ul),TIM (nmole/L),Total Conc. (ng/ul),DQN,Threshold
B8,SampB8,0.7168,459,2.7,2.5420,430,26.5820,109.0226,26.9768,N/A (Size threshold is less than lower marker end point),0
B8,SampB8,0.4253,545,1.6,1.2938,306,26.5820,109.0226,26.9768,N/A (Size threshold is less than lower marker end point),0
B8,SampB8,0.2102,625,0.8,0.5597,215,26.5820,109.0226,26.9768,N/A (Size threshold is less than lower marker end point),0
B8,SampB8,0.5000,5000,,0.1654,14587,26.5820,109.0226,26.9768,N/A (Size threshold is less than lower marker end point),0
B9,SampB9,0.5478,35,,25.5798,15624,20.4881,82.0004,20.4713,N/A (Size threshold is less than lower marker end point),0
B9,SampB9,0.0629,63,0.3,1.6896,62,20.4881,82.0004,20.4713,N/A (Size threshold is less than lower marker end point),0
B9,SampB9,0.0500,68,0.2,1.2067,70,20.4881,82.0004,20.4713,N/A (Size threshold is less than lower marker end point),0
B9,SampB9,0.0610,75,0.3,1.3176,82,20.4881,82.0004,20.4713,N/A (Size threshold is less than lower marker end point),0
B9,SampB9,2.7233,302,13.3,15.0320,3223,20.4881,82.0004,20.4713,N/A (Size threshold is less than lower marker end point),0
B9,SampB9,0.0453,385,0.2,0.1946,85,20.4881,82.0004,20.4713,N/A (Size threshold is less than lower marker end point),0
B9,SampB9,11.9637,438,58.4,45.2523,16450,20.4881,82.0004,20.4713,N/A (Size threshold is less than lower marker end point),0
B9,SampB9,2.9103,495,14.2,9.7732,2571,20.4881,82.0004,20.4713,N/A (Size threshold is less than lower marker end point),0
B9,SampB9,1.6617,506,8.1,5.3720,2565,20.4881,82.0004,20.4713,N/A (Size threshold is less than lower marker end point),0
B9,SampB9,0.3912,543,1.9,1.1877,500,20.4881,82.0004,20.4713,N/A (Size threshold is less than lower marker end point),0
B9,SampB9,0.1200,591,0.6,0.3342,135,20.4881,82.0004,20.4713,N/A (Size threshold is less than lower marker end point),0
B9,SampB9,0.0474,672,0.2,0.1174,60,20.4881,82.0004,20.4713,N/A (Size threshold is less than lower marker end point),0
B9,SampB9,0.0597,686,0.3,0.1419,54,20.4881,82.0004,20.4713,N/A (Size threshold is less than lower marker end point),0
B9,SampB9,0.0608,727,0.3,0.1360,63,20.4881,82.0004,20.4713,N/A (Size threshold is less than lower marker end point),0
B9,SampB9,0.0467,1539,0.2,0.0529,70,20.4881,82.0004,20.4713,N/A (Size threshold is less than lower marker end point),0
B9,SampB9,0.1311,1779,0.6,0.1246,84,20.4881,82.0004,20.4713,N/A (Size threshold is less than lower marker end point),0
B9,SampB9,0.0445,3303,0.2,0.0223,84,20.4881,82.0004,20.4713,N/A (Size threshold is less than lower marker end point),0
B9,SampB9,0.0314,3629,0.2,0.0143,66,20.4881,82.0004,20.4713,N/A (Size threshold is less than lower marker end point),0
B9,SampB9,0.0768,3954,0.4,0.0310,89,20.4881,82.0004,20.4713,N/A (Size threshold is less than lower marker end point),0
B9,SampB9,0.5000,5000,,0.1648,20260,20.4881,82.0004,20.4713,N/A (Size threshold is less than lower marker end point),0
B10,SampB10,0.5311,35,,25.5228,14051,25.2770,95.9264,25.5045,N/A (Size threshold is less than lower marker end point),0
B10,SampB10,0.0574,72,0.2,1.3460,62,25.2770,95.9264,25.5045,N/A (Size threshold is less than lower marker end point),0
B10,SampB10,0.0807,77,0.3,1.6980,104,25.2770,95.9264,25.5045,N/A (Size threshold is less than lower marker end point),0
B10,SampB10,0.0803,87,0.3,1.4654,57,25.2770,95.9264,25.5045,N/A (Size threshold is less than lower marker end point),0
B10,SampB10,21.1612,448,83.7,78.2440,27583,25.2770,95.9264,25.5045,N/A (Size threshold is less than lower marker end point),0
B10,SampB10,3.3108,462,13.1,11.5664,3434,25.2770,95.9264,25.5045,N/A (Size threshold is less than lower marker end point),0
B10,SampB10,0.1931,516,0.8,0.6170,266,25.2770,95.9264,25.5045,N/A (Size threshold is less than lower marker end point),0
B10,SampB10,0.2564,532,1.0,0.7930,262,25.2770,95.9264,25.5045,N/A (Size threshold is less than lower marker end point),0
B10,SampB10,0.0549,564,0.2,0.1602,131,25.2770,95.9264,25.5045,N/A (Size threshold is less than lower marker end point),0
B10,SampB10,0.0309,3303,0.1,0.0156,59,25.2770,95.9264,25.5045,N/A (Size threshold is less than lower marker end point),0
B10,SampB10,0.0512,3954,0.2,0.0207,64,25.2770,95.9264,25.5045,N/A (Size threshold is less than lower marker end point),0
B10,SampB10,0.5000,5000,,0.1649,18868,25.2770,95.9264,25.5045,N/A (Size threshold is less than lower marker end point),0
B11,SampB11,1.1141,35,,53.5392,14499,56.4662,218.6652,56.9017,N/A (Size threshold is less than lower marker end point),0
B11,SampB11,0.3583,64,0.6,9.1790,94,56.4662,218.6652,56.9017,N/A (Size threshold is less than lower marker end point),0
B11,SampB11,0.1923,75,0.3,4.2072,147,56.4662,218.6652,56.9017,N/A (Size threshold is less than lower marker end point),0
B11,SampB11,55.4149,448,98.1,204.8982,38875,56.4662,218.6652,56.9017,N/A (Size threshold is less than lower marker end point),0
B11,SampB11,0.2781,2054,0.5,0.2389,74,56.4662,218.6652,56.9017,N/A (Size threshold is less than lower marker end point),0
B11,SampB11,0.1472,2334,0.3,0.0980,67,56.4662,218.6652,56.9017,N/A (Size threshold is less than lower marker end point),0
B11,SampB11,0.0754,2772,0.1,0.0438,56,56.4662,218.6652,56.9017,N/A (Size threshold is less than lower marker end point),0
B11,SampB11,0.5000,5000,,0.1654,10078,56.4662,218.6652,56.9017,N/A (Size threshold is less than lower marker end point),0
B12,SampB12,0.7629,35,,35.6202,6855,41.5418,179.4318,41.7074,N/A (Size threshold is less than lower marker end point),0
B12,SampB12,0.3029,50,0.7,10.3325,84,41.5418,179.4318,41.7074,N/A (Size threshold is less than lower marker end point),0
B12,SampB12,0.1703,72,0.4,3.8271,56,41.5418,179.4318,41.7074,N/A (Size threshold is less than lower marker end point),0
B12,SampB12,0.3303,96,0.8,5.7078,202,41.5418,179.4318,41.7074,N/A (Size threshold is less than lower marker end point),0
B12,SampB12,0.6346,103,1.5,10.2172,336,41.5418,179.4318,41.7074,N/A (Size threshold is less than lower marker end point),0
B12,SampB12,0.1506,114,0.4,2.1895,133,41.5418,179.4318,41.7074,N/A (Size threshold is less than lower marker end point),0
B12,SampB12,0.1238,120,0.3,1.6812,66,41.5418,179.4318,41.7074,N/A (Size threshold is less than lower marker end point),0
B12,SampB12,0.0660,143,0.2,0.7582,65,41.5418,179.4318,41.7074,N/A (Size threshold is less than lower marker end point),0
B12,SampB12,30.3507,446,73.1,112.2225,18865,41.5418,179.4318,41.7074,N/A (Size threshold is less than lower marker end point),0
B12,SampB12,4.9467,462,11.9,17.6178,3217,41.5418,179.4318,41.7074,N/A (Size threshold is less than lower marker end point),0
B12,SampB12,3.1986,474,7.7,11.0804,1724,41.5418,179.4318,41.7074,N/A (Size threshold is less than lower marker end point),0
B12,SampB12,0.9153,491,2.2,3.0184,312,41.5418,179.4318,41.7074,N/A (Size threshold is less than lower marker end point),0
B12,SampB12,0.3233,705,0.8,0.7472,61,41.5418,179.4318,41.7074,N/A (Size threshold is less than lower marker end point),0
B12,SampB12,0.0288,1490,0.1,0.0320,54,41.5418,179.4318,41.7074,N/A (Size threshold is less than lower marker end point),0
B12,SampB12,0.5000,5000,,0.1647,9083,41.5418,179.4318,41.7074,N/A (Size threshold is less than lower marker end point),0
C1,SampC1,0.0474,35,,2.1527,572,12.5680,197.5670,12.7407,N/A (Size threshold is less than lower marker end point),0
C1,SampC1,0.5133,51,4.1,15.8678,392,12.5680,197.5670,12.7407,N/A (Size threshold is less than lower marker end point),0
C1,SampC1,6.1597,64,49.0,157.8131,15784,12.5680,197.5670,12.7407,N/A (Size threshold is less than lower marker end point),0
C1,SampC1,0.0471,89,0.4,0.8691,58,12.5680,197.5670,12.7407,N/A (Size threshold is less than lower marker end point),0
C1,SampC1,0.1314,102,1.0,2.1584,153,12.5680,197.5670,12.7407,N/A (Size threshold is less than lower marker end point),0
C1,SampC1,5.2296,450,41.6,19.3800,9176,12.5680,197.5670,12.7407,N/A (Size threshold is less than lower marker end point),0
C1,SampC1,0.4251,474,3.4,1.4512,235,12.5680,197.5670,12.7407,N/A (Size threshold is less than lower marker end point),0
C1,SampC1,0.0253,3350,0.2,0.0125,61,12.5680,197.5670,12.7407,N/A (Size threshold is less than lower marker end point),0
C1,SampC1,0.0365,3977,0.3,0.0150,63,12.5680,197.5670,12.7407,N/A (Size threshold is less than lower marker end point),0
C1,SampC1,0.5000,5000,,0.1648,21678,12.5680,197.5670,12.7407,N/A (Size threshold is less than lower marker end point),0
C2,SampC2,0.5731,35,,27.5399,15869,15.9099,71.7382,16.3223,N/A (Size threshold is less than lower marker end point),0
C2,SampC2,0.0303,48,0.2,1.0119,72,15.9099,71.7382,16.3223,N/A (Size threshold is less than lower marker end point),0
C2,SampC2,0.1280,64,0.8,3.2295,162,15.9099,71.7382,16.3223,N/A (Size threshold is less than lower marker end point),0
C2,SampC2,0.2833,146,1.8,3.2109,374,15.9099,71.7382,16.3223,N/A (Size threshold is less than lower marker end point),0
C2,SampC2,0.0563,174,0.4,0.5352,112,15.9099,71.7382,16.3223,N/A (Size threshold is less than lower marker end point),0
C2,SampC2,14.4369,396,90.7,60.4391,23952,15.9099,71.7382,16.3223,N/A (Size threshold is less than lower marker end point),0
C2,SampC2,0.5790,426,3.6,2.2259,368,15.9099,71.7382,16.3223,N/A (Size threshold is less than lower marker end point),0
C2,SampC2,0.2735,448,1.7,0.9913,193,15.9099,71.7382,16.3223,N/A (Size threshold is less than lower marker end point),0
C2,SampC2,0.0634,1616,0.4,0.0675,173,15.9099,71.7382,16.3223,N/A (Size threshold is less than lower marker end point),0
C2,SampC2,0.0266,3280,0.2,0.0135,62,15.9099,71.7382,16.3223,N/A (Size threshold is less than lower marker end point),0
C2,SampC2,0.0325,3954,0.2,0.0134,58,15.9099,71.7382,16.3223,N/A (Size threshold is less than lower marker end point),0
C2,SampC2,0.5000,5000,,0.1648,20290,15.9099,71.7382,16.3223,N/A (Size threshold is less than lower marker end point),0
C3,SampC3,0.1609,35,,7.5132,924,21.9719,421.0317,22.6829,N/A (Size threshold is less than lower marker end point),0
C3,SampC3,1.0354,51,4.7,33.2557,275,21.9719,421.0317,22.6829,N/A (Size threshold is less than lower marker end point),0
C3,SampC3,12.6994,62,57.8,335.8152,11392,21.9719,421.0317,22.6829,N/A (Size threshold is less than lower marker end point),0
C3,SampC3,0.3743,96,1.7,6.6073,96,21.9719,421.0317,22.6829,N/A (Size threshold is less than lower marker end point),0
C3,SampC3,0.2196,107,1.0,3.4670,86,21.9719,421.0317,22.6829,N/A (Size threshold is less than lower marker end point),0
C3,SampC3,0.2578,115,1.2,3.6820,209,21.9719,421.0317,22.6829,N/A (Size threshold is less than lower marker end point),0
C3,SampC3,0.1711,141,0.8,2.0223,61,21.9719,421.0317,22.6829,N/A (Size threshold is less than lower marker end point),0
C3,SampC3,0.9621,152,4.4,10.4034,316,21.9719,421.0317,22.6829,N/A (Size threshold is less than lower marker end point),0
C3,SampC3,0.6049,161,2.8,6.1373,353,21.9719,421.0317,22.6829,N/A (Size threshold is less than lower marker end point),0
C3,SampC3,0.0881,423,0.4,0.3428,52,21.9719,421.0317,22.6829,N/A (Size threshold is less than lower marker end point),0
C3,SampC3,5.5593,479,25.3,19.2988,3182,21.9719,421.0317,22.6829,N/A (Size threshold is less than lower marker end point),0
C3,SampC3,0.5000,5000,,0.1654,8695,21.9719,421.0317,22.6829,N/A (Size threshold is less than lower marker end point),0
C4,SampC4,3.4362,35,,165.1252,10592,133.3772,594.4935,135.2293,N/A (Size threshold is less than lower marker end point),0
C4,SampC4,0.3136,71,0.2,7.2449,56,133.3772,594.4935,135.2293,N/A (Size threshold is less than lower marker end point),0
C4,SampC4,2.1663,90,1.6,40.4096,282,133.3772,594.4935,135.2293,N/A (Size threshold is less than lower marker end point),0
C4,SampC4,124.4704,397,93.3,522.4168,22733,133.3772,594.4935,135.2293,N/A (Size threshold is less than lower marker end point),0
C4,SampC4,6.4270,427,4.8,24.4222,339,133.3772,594.4935,135.2293,N/A (Size threshold is less than lower marker end point),0
C4,SampC4,0.5000,5000,,0.1654,2524,133.3772,594.4935,135.2293,N/A (Size threshold is less than lower marker end point),0
C5,SampC5,0.6249,35,,29.1776,14762,17.5222,68.9576,17.7199,N/A (Size threshold is less than lower marker end point),0
C5,SampC5,0.1300,64,0.7,3.3297,70,17.5222,68.9576,17.7199,N/A (Size threshold is less than lower marker end point),0
C5,SampC5,0.2185,75,1.2,4.5386,143,17.5222,68.9576,17.7199,N/A (Size threshold is less than lower marker end point),0
C5,SampC5,0.1371,412,0.8,0.5612,94,17.5222,68.9576,17.7199,N/A (Size threshold is less than lower marker end point),0
C5,SampC5,15.6643,464,89.4,56.2760,22905,17.5222,68.9576,17.7199,N/A (Size threshold is less than lower marker end point),0
C5,SampC5,1.0839,487,6.2,3.5741,444,17.5222,68.9576,17.7199,N/A (Size threshold is less than lower marker end point),0
C5,SampC5,0.2258,562,1.3,0.6496,112,17.5222,68.9576,17.7199,N/A (Size threshold is less than lower marker end point),0
C5,SampC5,0.0266,3280,0.2,0.0134,50,17.5222,68.9576,17.7199,N/A (Size threshold is less than lower marker end point),0
C5,SampC5,0.0362,3908,0.2,0.0149,53,17.5222,68.9576,17.7199,N/A (Size threshold is less than lower marker end point),0
C5,SampC5,0.5000,5000,,0.1646,17323,17.5222,68.9576,17.7199,N/A (Size threshold is less than lower marker end point),0
C6,SampC6,0.7813,35,,36.4818,11176,25.5427,107.5640,25.9124,N/A (Size threshold is less than lower marker end point),0
C6,SampC6,0.0849,78,0.3,1.7863,57,25.5427,107.5640,25.9124,N/A (Size threshold is less than lower marker end point),0
C6,SampC6,0.1102,90,0.4,2.0564,56,25.5427,107.5640,25.9124,N/A (Size threshold is less than lower marker end point),0
C6,SampC6,0.6593,99,2.6,10.8256,384,25.5427,107.5640,25.9124,N/A (Size threshold is less than lower marker end point),0
C6,SampC6,0.1461,114,0.6,2.0872,82,25.5427,107.5640,25.9124,N/A (Size threshold is less than lower marker end point),0
C6,SampC6,0.1818,392,0.7,0.7613,129,25.5427,107.5640,25.9124,N/A (Size threshold is less than lower marker end point),0
C6,SampC6,1.2400,418,4.9,4.9402,732,25.5427,107.5640,25.9124,N/A (Size threshold is less than lower marker end point),0
C6,SampC6,21.1201,444,82.7,78.4446,24693,25.5427,107.5640,25.9124,N/A (Size threshold is less than lower marker end point),0
C6,SampC6,2.0002,487,7.8,6.6626,536,25.5427,107.5640,25.9124,N/A (Size threshold is less than lower marker end point),0
C6,SampC6,0.5000,5000,,0.1645,11937,25.5427,107.5640,25.9124,N/A (Size threshold is less than lower marker end point),0
C7,SampC7,0.5697,35,,27.3766,14114,28.3654,108.3568,28.5785,N/A (Size threshold is less than lower marker end point),0
C7,SampC7,0.0646,62,0.2,1.7647,60,28.3654,108.3568,28.5785,N/A (Size threshold is less than lower marker end point),0
C7,SampC7,0.0750,68,0.3,1.8352,104,28.3654,108.3568,28.5785,N/A (Size threshold is less than lower marker end point),0
C7,SampC7,0.0829,75,0.3,1.7907,99,28.3654,108.3568,28.5785,N/A (Size threshold is less than lower marker end point),0
C7,SampC7,27.9275,449,98.5,102.8008,38226,28.3654,108.3568,28.5785,N/A (Size threshold is less than lower marker end point),0
C7,SampC7,0.1007,1750,0.4,0.0971,65,28.3654,108.3568,28.5785,N/A (Size threshold is less than lower marker end point),0
C7,SampC7,0.0451,2089,0.2,0.0364,54,28.3654,108.3568,28.5785,N/A (Size threshold is less than lower marker end point),0
C7,SampC7,0.0328,3280,0.1,0.0166,55,28.3654,108.3568,28.5785,N/A (Size threshold is less than lower marker end point),0
C7,SampC7,0.0369,3954,0.1,0.0152,53,28.3654,108.3568,28.5785,N/A (Size threshold is less than lower marker end point),0
C7,SampC7,0.5000,5000,,0.1647,17445,28.3654,108.3568,28.5785,N/A (Size threshold is less than lower marker end point),0
C8,SampC8,0.7139,35,,33.3338,12351,32.0596,140.4051,32.5033,N/A (Size threshold is less than lower marker end point),0
C8,SampC8,0.2659,64,0.8,6.8132,365,32.0596,140.4051,32.5033,N/A (Size threshold is less than lower marker end point),0
C8,SampC8,0.2762,74,0.9,6.2081,294,32.0596,140.4051,32.5033,N/A (Size threshold is less than lower marker end point),0
C8,SampC8,29.7580,408,92.8,120.8914,34833,32.0596,140.4051,32.5033,N/A (Size threshold is less than lower marker end point),0
C8,SampC8,0.5496,431,1.7,2.0884,451,32.0596,140.4051,32.5033,N/A (Size threshold is less than lower marker end point),0
C8,SampC8,1.2098,450,3.8,4.4041,546,32.0596,140.4051,32.5033,N/A (Size threshold is less than lower marker end point),0
C8,SampC8,0.5000,5000,,0.1649,14236,32.0596,140.4051,32.5033,N/A (Size threshold is less than lower marker end point),0
C9,SampC9,0.8423,35,,39.3289,12275,46.3821,178.5921,46.6990,N/A (Size threshold is less than lower marker end point),0
C9,SampC9,0.1300,64,0.3,3.2793,58,46.3821,178.5921,46.6990,N/A (Size threshold is less than lower marker end point),0
C9,SampC9,0.1364,76,0.3,2.9068,104,46.3821,178.5921,46.6990,N/A (Size threshold is less than lower marker end point),0
C9,SampC9,41.7988,440,90.1,157.7406,36235,46.3821,178.5921,46.6990,N/A (Size threshold is less than lower marker end point),0
C9,SampC9,4.0918,456,8.8,14.5103,2199,46.3821,178.5921,46.6990,N/A (Size threshold is less than lower marker end point),0
C9,SampC9,0.2252,2054,0.5,0.1551,56,46.3821,178.5921,46.6990,N/A (Size threshold is less than lower marker end point),0
C9,SampC9,0.5000,5000,,0.1651,11525,46.3821,178.5921,46.6990,N/A (Size threshold is less than lower marker end point),0
C10,SampC10,0.7996,35,,37.3329,9086,52.8173,203.0487,53.3332,N/A (Size threshold is less than lower marker end point),0
C10,SampC10,0.2216,78,0.4,4.6020,116,52.8173,203.0487,53.3332,N/A (Size threshold is less than lower marker end point),0
C10,SampC10,0.3372,91,0.6,6.0830,285,52.8173,203.0487,53.3332,N/A (Size threshold is less than lower marker end point),0
C10,SampC10,0.4631,99,0.9,7.6809,239,52.8173,203.0487,53.3332,N/A (Size threshold is less than lower marker end point),0
C10,SampC10,42.5313,448,80.5,156.9084,36704,52.8173,203.0487,53.3332,N/A (Size threshold is less than lower marker end point),0
C10,SampC10,5.2146,498,9.9,17.4403,1760,52.8173,203.0487,53.3332,N/A (Size threshold is less than lower marker end point),0
C10,SampC10,1.6220,520,3.1,5.1033,1156,52.8173,203.0487,53.3332,N/A (Size threshold is less than lower marker end point),0
C10,SampC10,0.6966,557,1.3,2.0434,359,52.8173,203.0487,53.3332,N/A (Size threshold is less than lower marker end point),0
C10,SampC10,0.2529,772,0.5,0.5617,106,52.8173,203.0487,53.3332,N/A (Size threshold is less than lower marker end point),0
C10,SampC10,1.1612,866,2.2,2.1717,169,52.8173,203.0487,53.3332,N/A (Size threshold is less than lower marker end point),0
C10,SampC10,0.3169,1100,0.6,0.4540,101,52.8173,203.0487,53.3332,N/A (Size threshold is less than lower marker end point),0
C10,SampC10,0.5000,5000,,0.1647,10542,52.8173,203.0487,53.3332,N/A (Size threshold is less than lower marker end point),0
C11,SampC11,0.0431,35,,2.0101,510,13.9505,214.4439,14.2039,N/A (Size threshold is less than lower marker end point),0
C11,SampC11,0.6116,50,4.4,19.6434,367,13.9505,214.4439,14.2039,N/A (Size threshold is less than lower marker end point),0
C11,SampC11,6.2824,62,45.0,166.1278,14146,13.9505,214.4439,14.2039,N/A (Size threshold is less than lower marker end point),0
C11,SampC11,0.1302,89,0.9,2.4296,83,13.9505,214.4439,14.2039,N/A (Size threshold is less than lower marker end point),0
C11,SampC11,0.0564,100,0.4,0.9259,92,13.9505,214.4439,14.2039,N/A (Size threshold is less than lower marker end point),0
C11,SampC11,6.1777,444,44.3,23.2072,9400,13.9505,214.4439,14.2039,N/A (Size threshold is less than lower marker end point),0
C11,SampC11,0.6033,468,4.3,2.0726,253,13.9505,214.4439,14.2039,N/A (Size threshold is less than lower marker end point),0
C11,SampC11,0.0231,3326,0.2,0.0114,51,13.9505,214.4439,14.2039,N/A (Size threshold is less than lower marker end point),0
C11,SampC11,0.0657,4000,0.5,0.0260,71,13.9505,214.4439,14.2039,N/A (Size threshold is less than lower marker end point),0
C11,SampC11,0.5000,5000,,0.1651,18669,13.9505,214.4439,14.2039,N/A (Size threshold is less than lower marker end point),0
C12,SampC12,0.3334,35,,16.0211,893,18.3506,648.1969,19.5017,N/A (Size threshold is less than lower marker end point),0
C12,SampC12,17.4598,45,95.1,635.1118,10246,18.3506,648.1969,19.5017,N/A (Size threshold is less than lower marker end point),0
C12,SampC12,0.1831,74,1.0,4.0591,131,18.3506,648.1969,19.5017,N/A (Size threshold is less than lower marker end point),0
C12,SampC12,0.2365,94,1.3,4.2204,84,18.3506,648.1969,19.5017,N/A (Size threshold is less than lower marker end point),0
C12,SampC12,0.3248,126,1.8,4.2692,163,18.3506,648.1969,19.5017,N/A (Size threshold is less than lower marker end point),0
C12,SampC12,0.1464,447,0.8,0.5363,51,18.3506,648.1969,19.5017,N/A (Size threshold is less than lower marker end point),0
C12,SampC12,0.5000,5000,,0.1653,6152,18.3506,648.1969,19.5017,N/A (Size threshold is less than lower marker end point),0
D1,SampD1,0.5707,35,,27.4231,15239,15.3790,62.3190,15.5430,N/A (Size threshold is less than lower marker end point),0
D1,SampD1,0.1301,63,0.8,3.3859,85,15.3790,62.3190,15.5430,N/A (Size threshold is less than lower marker end point),0
D1,SampD1,0.0737,75,0.5,1.6123,125,15.3790,62.3190,15.5430,N/A (Size threshold is less than lower marker end point),0
D1,SampD1,0.0546,82,0.4,1.0793,54,15.3790,62.3190,15.5430,N/A (Size threshold is less than lower marker end point),0
D1,SampD1,2.2013,333,14.3,11.0742,2698,15.3790,62.3190,15.5430,N/A (Size threshold is less than lower marker end point),0
D1,SampD1,9.3578,444,60.8,34.9938,12552,15.3790,62.3190,15.5430,N/A (Size threshold is less than lower marker end point),0
D1,SampD1,0.1802,492,1.2,0.6052,319,15.3790,62.3190,15.5430,N/A (Size threshold is less than lower marker end point),0
D1,SampD1,0.7346,521,4.8,2.3336,893,15.3790,62.3190,15.5430,N/A (Size threshold is less than lower marker end point),0
D1,SampD1,1.0536,536,6.9,3.2287,1450,15.3790,62.3190,15.5430,N/A (Size threshold is less than lower marker end point),0
D1,SampD1,0.6742,568,4.4,1.9707,806,15.3790,62.3190,15.5430,N/A (Size threshold is less than lower marker end point),0
D1,SampD1,0.5720,579,3.7,1.6287,1204,15.3790,62.3190,15.5430,N/A (Size threshold is less than lower marker end point),0
D1,SampD1,0.0850,691,0.6,0.2028,88,15.3790,62.3190,15.5430,N/A (Size threshold is less than lower marker end point),0
D1,SampD1,0.1016,1808,0.7,0.0986,69,15.3790,62.3190,15.5430,N/A (Size threshold is less than lower marker end point),0
D1,SampD1,0.0998,2071,0.6,0.0780,75,15.3790,62.3190,15.5430,N/A (Size threshold is less than lower marker end point),0
D1,SampD1,0.0249,3303,0.2,0.0125,59,15.3790,62.3190,15.5430,N/A (Size threshold is less than lower marker end point),0
D1,SampD1,0.0354,3931,0.2,0.0145,53,15.3790,62.3190,15.5430,N/A (Size threshold is less than lower marker end point),0
D1,SampD1,0.5000,5000,,0.1648,19235,15.3790,62.3190,15.5430,N/A (Size threshold is less than lower marker end point),0
D2,SampD2,0.5201,35,,24.9910,15280,27.6938,108.7889,27.8401,N/A (Size threshold is less than lower marker end point),0
D2,SampD2,0.1148,98,0.4,1.9049,137,27.6938,108.7889,27.8401,N/A (Size threshold is less than lower marker end point),0
D2,SampD2,0.2516,141,0.9,2.9963,189,27.6938,108.7889,27.8401,N/A (Size threshold is less than lower marker end point),0
D2,SampD2,0.2109,162,0.8,2.1398,77,27.6938,108.7889,27.8401,N/A (Size threshold is less than lower marker end point),0
D2,SampD2,23.0394,432,83.2,87.9544,31362,27.6938,108.7889,27.8401,N/A (Size threshold is less than lower marker end point),0
D2,SampD2,3.4551,449,12.5,12.3590,3395,27.6938,108.7889,27.8401,N/A (Size threshold is less than lower marker end point),0
D2,SampD2,0.1646,515,0.6,0.5229,198,27.6938,108.7889,27.8401,N/A (Size threshold is less than lower marker end point),0
D2,SampD2,0.1084,535,0.4,0.3291,110,27.6938,108.7889,27.8401,N/A (Size threshold is less than lower marker end point),0
D2,SampD2,0.2122,639,0.8,0.5243,65,27.6938,108.7889,27.8401,N/A (Size threshold is less than lower marker end point),0
D2,SampD2,0.0338,3326,0.1,0.0169,67,27.6938,108.7889,27.8401,N/A (Size threshold is less than lower marker end point),0
D2,SampD2,0.0193,3652,0.1,0.0087,51,27.6938,108.7889,27.8401,N/A (Size threshold is less than lower marker end point),0
D2,SampD2,0.0837,3931,0.3,0.0326,75,27.6938,108.7889,27.8401,N/A (Size threshold is less than lower marker end point),0
D2,SampD2,0.5000,5000,,0.1648,20236,27.6938,108.7889,27.8401,N/A (Size threshold is less than lower marker end point),0
D3,SampD3,0.5571,35,,26.0138,13908,34.8304,128.0454,34.8360,N/A (Size threshold is less than lower marker end point),0
D3,SampD3,0.2102,64,0.6,5.3019,101,34.8304,128.0454,34.8360,N/A (Size threshold is less than lower marker end point),0
D3,SampD3,27.8914,436,80.1,105.9855,31066,34.8304,128.0454,34.8360,N/A (Size threshold is less than lower marker end point),0
D3,SampD3,0.7765,492,2.2,2.6128,886,34.8304,128.0454,34.8360,N/A (Size threshold is less than lower marker end point),0
D3,SampD3,2.5623,506,7.4,8.3328,2682,34.8304,128.0454,34.8360,N/A (Size threshold is less than lower marker end point),0
D3,SampD3,1.4398,540,4.1,4.3394,831,34.8304,128.0454,34.8360,N/A (Size threshold is less than lower marker end point),0
D3,SampD3,0.5665,1770,1.6,0.5807,288,34.8304,128.0454,34.8360,N/A (Size threshold is less than lower marker end point),0
D3,SampD3,1.0803,1914,3.1,0.7542,304,34.8304,128.0454,34.8360,N/A (Size threshold is less than lower marker end point),0
D3,SampD3,0.1887,3257,0.5,0.0915,195,34.8304,128.0454,34.8360,N/A (Size threshold is less than lower marker end point),0
D3,SampD3,0.1147,3884,0.3,0.0467,110,34.8304,128.0454,34.8360,N/A (Size threshold is less than lower marker end point),0
D3,SampD3,0.5000,5000,,0.1649,17914,34.8304,128.0454,34.8360,N/A (Size threshold is less than lower marker end point),0
D4,SampD4,0.9392,35,,45.1320,13491,52.6492,202.7331,52.9004,N/A (Size threshold is less than lower marker end point),0
D4,SampD4,0.2583,68,0.5,5.9674,91,52.6492,202.7331,52.9004,N/A (Size threshold is less than lower marker end point),0
D4,SampD4,0.3473,96,0.7,6.0029,96,52.6492,202.7331,52.9004,N/A (Size threshold is less than lower marker end point),0
D4,SampD4,0.1538,119,0.3,2.1413,59,52.6492,202.7331,52.9004,N/A (Size threshold is less than lower marker end point),0
D4,SampD4,0.0673,393,0.1,0.2832,67,52.6492,202.7331,52.9004,N/A (Size threshold is less than lower marker end point),0
D4,SampD4,41.4578,446,78.7,153.6365,30972,52.6492,202.7331,52.9004,N/A (Size threshold is less than lower marker end point),0
D4,SampD4,4.9768,462,9.5,17.4980,2733,52.6492,202.7331,52.9004,N/A (Size threshold is less than lower marker end point),0
D4,SampD4,4.0244,497,7.6,13.1393,933,52.6492,202.7331,52.9004,N/A (Size threshold is less than lower marker end point),0
D4,SampD4,1.3634,541,2.6,4.0646,508,52.6492,202.7331,52.9004,N/A (Size threshold is less than lower marker end point),0
D4,SampD4,0.5000,5000,,0.1653,11005,52.6492,202.7331,52.9004,N/A (Size threshold is less than lower marker end point),0
D5,SampD5,0.5602,35,,26.1568,14645,12.3188,49.8190,12.6007,N/A (Size threshold is less than lower marker end point),0
