Well,Sample ID,ng/ul,Size (bp),% (Conc.) (ng/uL),nmole/L,RFU,TIC (ng/ul),TIM (nmole/L),Total Conc. (ng/ul),DQN,Threshold
A3,SampA3,0.5821,535,1.7,1.7870,727,34.1291,129.7486,34.2816,N/A (Size threshold is less than lower marker end point),0
A3,SampA3,0.0642,564,0.2,0.1867,130,34.1291,129.7486,34.2816,N/A (Size threshold is less than lower marker end point),0
A3,SampA3,0.0961,1568,0.3,0.1027,94,34.1291,129.7486,34.2816,N/A (Size threshold is less than lower marker end point),0
A3,SampA3,0.1258,1779,0.4,0.1181,118,34.1291,129.7486,34.2816,N/A (Size threshold is less than lower marker end point),0
A3,SampA3,0.0625,1885,0.2,0.0543,90,34.1291,129.7486,34.2816,N/A (Size threshold is less than lower marker end point),0
A3,SampA3,0.0855,2071,0.3,0.0678,83,34.1291,129.7486,34.2816,N/A (Size threshold is less than lower marker end point),0
A3,SampA3,0.1904,2772,0.6,0.1132,119,34.1291,129.7486,34.2816,N/A (Size threshold is less than lower marker end point),0
A3,SampA3,0.0896,3233,0.3,0.0455,104,34.1291,129.7486,34.2816,N/A (Size threshold is less than lower marker end point),0
A3,SampA3,0.2008,3908,0.6,0.0853,129,34.1291,129.7486,34.2816,N/A (Size threshold is less than lower marker end point),0
A3,SampA3,0.5000,5000,,0.1654,14279,34.1291,129.7486,34.2816,N/A (Size threshold is less than lower marker end point),0
A4,SampA4,0.9634,35,,44.9817,18282,33.4187,142.2132,33.8121,N/A (Size threshold is less than lower marker end point),0
A4,SampA4,0.0811,64,0.2,2.1105,127,33.4187,142.2132,33.8121,N/A (Size threshold is less than lower marker end point),0
A4,SampA4,0.1279,73,0.4,2.8745,152,33.4187,142.2132,33.8121,N/A (Size threshold is less than lower marker end point),0
A4,SampA4,28.0399,383,83.9,120.4505,29660,33.4187,142.2132,33.8121,N/A (Size threshold is less than lower marker end point),0
A4,SampA4,1.0849,436,3.2,4.0572,542,33.4187,142.2132,33.8121,N/A (Size threshold is less than lower marker end point),0
A4,SampA4,0.2160,464,0.6,0.7595,147,33.4187,142.2132,33.8121,N/A (Size threshold is less than lower marker end point),0
A4,SampA4,2.9451,516,8.8,9.4103,1681,33.4187,142.2132,33.8121,N/A (Size threshold is less than lower marker end point),0
A4,SampA4,0.0691,574,0.2,0.1992,74,33.4187,142.2132,33.8121,N/A (Size threshold is less than lower marker end point),0
A4,SampA4,0.8545,601,2.6,2.3516,1334,33.4187,142.2132,33.8121,N/A (Size threshold is less than lower marker end point),0
A4,SampA4,0.5000,5000,,0.1646,14524,33.4187,142.2132,33.8121,N/A (Size threshold is less than lower marker end point),0
A5,SampA5,0.6833,35,,31.9031,30058,6.6029,26.8169,6.7352,N/A (Size threshold is less than lower marker end point),0
A5,SampA5,0.0563,68,0.9,1.4414,62,6.6029,26.8169,6.7352,N/A (Size threshold is less than lower marker end point),0
A5,SampA5,0.0378,75,0.6,0.8265,93,6.6029,26.8169,6.7352,N/A (Size threshold is less than lower marker end point),0
A5,SampA5,0.0248,85,0.4,0.4726,58,6.6029,26.8169,6.7352,N/A (Size threshold is less than lower marker end point),0
A5,SampA5,1.3901,414,21.1,5.5784,3182,6.6029,26.8169,6.7352,N/A (Size threshold is less than lower marker end point),0
A5,SampA5,4.1285,428,62.5,15.8714,11640,6.6029,26.8169,6.7352,N/A (Size threshold is less than lower marker end point),0
A5,SampA5,0.1354,473,2.1,0.4709,253,6.6029,26.8169,6.7352,N/A (Size threshold is less than lower marker end point),0
A5,SampA5,0.4696,497,7.1,1.5579,860,6.6029,26.8169,6.7352,N/A (Size threshold is less than lower marker end point),0
A5,SampA5,0.1113,523,1.7,0.3468,269,6.6029,26.8169,6.7352,N/A (Size threshold is less than lower marker end point),0
A5,SampA5,0.0415,555,0.6,0.1229,161,6.6029,26.8169,6.7352,N/A (Size threshold is less than lower marker end point),0
A5,SampA5,0.0462,1760,0.7,0.0454,61,6.6029,26.8169,6.7352,N/A (Size threshold is less than lower marker end point),0
A5,SampA5,0.0277,2562,0.4,0.0184,58,6.6029,26.8169,6.7352,N/A (Size threshold is less than lower marker end point),0
A5,SampA5,0.0295,2860,0.4,0.0171,56,6.6029,26.8169,6.7352,N/A (Size threshold is less than lower marker end point),0
A5,SampA5,0.0372,3233,0.6,0.0189,97,6.6029,26.8169,6.7352,N/A (Size threshold is less than lower marker end point),0
A5,SampA5,0.0671,3908,1.0,0.0284,101,6.6029,26.8169,6.7352,N/A (Size threshold is less than lower marker end point),0
A5,SampA5,0.5000,5000,,0.1646,25017,6.6029,26.8169,6.7352,N/A (Size threshold is less than lower marker end point),0
A6,SampA6,1.0913,35,,50.9545,15755,40.8698,167.3091,41.4421,N/A (Size threshold is less than lower marker end point),0
A6,SampA6,0.1798,69,0.4,4.0404,60,40.8698,167.3091,41.4421,N/A (Size threshold is less than lower marker end point),0
A6,SampA6,0.1764,92,0.4,3.2529,95,40.8698,167.3091,41.4421,N/A (Size threshold is less than lower marker end point),0
A6,SampA6,0.3132,98,0.8,5.1949,135,40.8698,167.3091,41.4421,N/A (Size threshold is less than lower marker end point),0
A6,SampA6,2.9046,245,7.1,19.6579,1684,40.8698,167.3091,41.4421,N/A (Size threshold is less than lower marker end point),0
A6,SampA6,28.4060,447,69.5,105.5059,19107,40.8698,167.3091,41.4421,N/A (Size threshold is less than lower marker end point),0
A6,SampA6,7.1638,460,17.5,24.9738,3320,40.8698,167.3091,41.4421,N/A (Size threshold is less than lower marker end point),0
A6,SampA6,1.4201,515,3.5,4.4427,474,40.8698,167.3091,41.4421,N/A (Size threshold is less than lower marker end point),0
A6,SampA6,0.1847,1760,0.5,0.1808,60,40.8698,167.3091,41.4421,N/A (Size threshold is less than lower marker end point),0
A6,SampA6,0.1213,3257,0.3,0.0599,67,40.8698,167.3091,41.4421,N/A (Size threshold is less than lower marker end point),0
A6,SampA6,0.5000,5000,,0.1644,10561,40.8698,167.3091,41.4421,N/A (Size threshold is less than lower marker end point),0
A7,SampA7,2.0468,35,,95.5676,10092,140.1377,546.6029,141.7411,N/A (Size threshold is less than lower marker end point),0
A7,SampA7,0.7561,61,0.5,19.3717,94,140.1377,546.6029,141.7411,N/A (Size threshold is less than lower marker end point),0
A7,SampA7,0.5990,75,0.4,12.7645,141,140.1377,546.6029,141.7411,N/A (Size threshold is less than lower marker end point),0
A7,SampA7,0.6330,396,0.5,2.6705,119,140.1377,546.6029,141.7411,N/A (Size threshold is less than lower marker end point),0
A7,SampA7,129.9911,446,92.8,483.9063,40487,140.1377,546.6029,141.7411,N/A (Size threshold is less than lower marker end point),0
A7,SampA7,7.5609,469,5.4,26.0276,773,140.1377,546.6029,141.7411,N/A (Size threshold is less than lower marker end point),0
A7,SampA7,0.5976,523,0.4,1.8624,97,140.1377,546.6029,141.7411,N/A (Size threshold is less than lower marker end point),0
A7,SampA7,0.5000,5000,,0.1648,3942,140.1377,546.6029,141.7411,N/A (Size threshold is less than lower marker end point),0
A8,SampA8,2.5705,35,,123.5254,7758,236.5760,1045.3625,238.4945,N/A (Size threshold is less than lower marker end point),0
A8,SampA8,0.8611,44,0.4,31.3229,98,236.5760,1045.3625,238.4945,N/A (Size threshold is less than lower marker end point),0
A8,SampA8,1.4528,78,0.6,29.8009,158,236.5760,1045.3625,238.4945,N/A (Size threshold is less than lower marker end point),0
A8,SampA8,1.0852,118,0.5,15.3679,213,236.5760,1045.3625,238.4945,N/A (Size threshold is less than lower marker end point),0
A8,SampA8,214.5890,394,90.7,902.9572,40503,236.5760,1045.3625,238.4945,N/A (Size threshold is less than lower marker end point),0
A8,SampA8,11.1529,423,4.7,43.1775,784,236.5760,1045.3625,238.4945,N/A (Size threshold is less than lower marker end point),0
A8,SampA8,5.8680,446,2.5,21.2206,421,236.5760,1045.3625,238.4945,N/A (Size threshold is less than lower marker end point),0
A8,SampA8,1.5670,1712,0.7,1.5155,60,236.5760,1045.3625,238.4945,N/A (Size threshold is less than lower marker end point),0
A8,SampA8,0.5000,5000,,0.1649,2537,236.5760,1045.3625,238.4945,N/A (Size threshold is less than lower marker end point),0
A9,SampA9,0.8759,35,,42.0922,17710,45.1516,171.9195,45.3040,N/A (Size threshold is less than lower marker end point),0
A9,SampA9,0.0790,64,0.2,2.0903,59,45.1516,171.9195,45.3040,N/A (Size threshold is less than lower marker end point),0
A9,SampA9,0.0644,69,0.1,1.5301,62,45.1516,171.9195,45.3040,N/A (Size threshold is less than lower marker end point),0
A9,SampA9,0.1154,75,0.3,2.4907,144,45.1516,171.9195,45.3040,N/A (Size threshold is less than lower marker end point),0
A9,SampA9,0.1324,379,0.3,0.5838,99,45.1516,171.9195,45.3040,N/A (Size threshold is less than lower marker end point),0
A9,SampA9,39.3866,433,87.2,149.6668,33486,45.1516,171.9195,45.3040,N/A (Size threshold is less than lower marker end point),0
A9,SampA9,3.7414,501,8.3,12.2883,2420,45.1516,171.9195,45.3040,N/A (Size threshold is less than lower marker end point),0
A9,SampA9,0.8532,539,1.9,2.5481,444,45.1516,171.9195,45.3040,N/A (Size threshold is less than lower marker end point),0
A9,SampA9,0.3911,1712,0.9,0.4145,154,45.1516,171.9195,45.3040,N/A (Size threshold is less than lower marker end point),0
A9,SampA9,0.3881,1856,0.9,0.3069,142,45.1516,171.9195,45.3040,N/A (Size threshold is less than lower marker end point),0
A9,SampA9,0.5000,5000,,0.1649,10872,45.1516,171.9195,45.3040,N/A (Size threshold is less than lower marker end point),0
A10,SampA10,0.7778,35,,37.3768,17912,23.6587,97.3070,23.7767,N/A (Size threshold is less than lower marker end point),0
A10,SampA10,0.0804,64,0.3,2.0611,81,23.6587,97.3070,23.7767,N/A (Size threshold is less than lower marker end point),0
A10,SampA10,0.1459,75,0.6,3.2339,133,23.6587,97.3070,23.7767,N/A (Size threshold is less than lower marker end point),0
A10,SampA10,0.8841,279,3.7,5.2877,964,23.6587,97.3070,23.7767,N/A (Size threshold is less than lower marker end point),0
A10,SampA10,18.4850,409,78.1,74.5432,25553,23.6587,97.3070,23.7767,N/A (Size threshold is less than lower marker end point),0
A10,SampA10,0.4728,444,2.0,1.7561,526,23.6587,97.3070,23.7767,N/A (Size threshold is less than lower marker end point),0
A10,SampA10,0.0547,460,0.2,0.1961,116,23.6587,97.3070,23.7767,N/A (Size threshold is less than lower marker end point),0
A10,SampA10,0.5960,483,2.5,2.0475,885,23.6587,97.3070,23.7767,N/A (Size threshold is less than lower marker end point),0
A10,SampA10,0.6893,490,2.9,2.3196,1325,23.6587,97.3070,23.7767,N/A (Size threshold is less than lower marker end point),0
A10,SampA10,1.2149,548,5.1,3.6349,791,23.6587,97.3070,23.7767,N/A (Size threshold is less than lower marker end point),0
A10,SampA10,0.1770,603,0.7,0.4846,145,23.6587,97.3070,23.7767,N/A (Size threshold is less than lower marker end point),0
A10,SampA10,0.2905,632,1.2,0.7614,297,23.6587,97.3070,23.7767,N/A (Size threshold is less than lower marker end point),0
A10,SampA10,0.3439,647,1.5,0.8680,403,23.6587,97.3070,23.7767,N/A (Size threshold is less than lower marker end point),0
A10,SampA10,0.0839,2877,0.4,0.0492,66,23.6587,97.3070,23.7767,N/A (Size threshold is less than lower marker end point),0
A10,SampA10,0.0803,3280,0.3,0.0393,82,23.6587,97.3070,23.7767,N/A (Size threshold is less than lower marker end point),0
A10,SampA10,0.0599,3931,0.3,0.0245,63,23.6587,97.3070,23.7767,N/A (Size threshold is less than lower marker end point),0
A10,SampA10,0.5000,5000,,0.1646,16702,23.6587,97.3070,23.7767,N/A (Size threshold is less than lower marker end point),0
A11,SampA11,0.5559,35,,25.9540,17429,10.6935,42.4728,10.9921,N/A (Size threshold is less than lower marker end point),0
A11,SampA11,0.0504,70,0.5,1.1989,63,10.6935,42.4728,10.9921,N/A (Size threshold is less than lower marker end point),0
A11,SampA11,0.0383,77,0.4,0.8156,54,10.6935,42.4728,10.9921,N/A (Size threshold is less than lower marker end point),0
A11,SampA11,9.9717,432,93.3,38.4241,19658,10.6935,42.4728,10.9921,N/A (Size threshold is less than lower marker end point),0
A11,SampA11,0.5692,456,5.3,2.0054,306,10.6935,42.4728,10.9921,N/A (Size threshold is less than lower marker end point),0
A11,SampA11,0.0271,3280,0.3,0.0137,65,10.6935,42.4728,10.9921,N/A (Size threshold is less than lower marker end point),0
A11,SampA11,0.0367,3931,0.3,0.0151,65,10.6935,42.4728,10.9921,N/A (Size threshold is less than lower marker end point),0
A11,SampA11,0.5000,5000,,0.1649,22380,10.6935,42.4728,10.9921,N/A (Size threshold is less than lower marker end point),0
A12,SampA12,0.1238,35,,5.9473,797,25.7097,350.5038,26.0812,N/A (Size threshold is less than lower marker end point),0
A12,SampA12,8.1360,50,31.6,271.9199,13966,25.7097,350.5038,26.0812,N/A (Size threshold is less than lower marker end point),0
A12,SampA12,0.1144,78,0.4,2.4070,172,25.7097,350.5038,26.0812,N/A (Size threshold is less than lower marker end point),0
A12,SampA12,0.3328,87,1.3,6.2084,282,25.7097,350.5038,26.0812,N/A (Size threshold is less than lower marker end point),0
A12,SampA12,16.3523,406,63.6,67.0931,19373,25.7097,350.5038,26.0812,N/A (Size threshold is less than lower marker end point),0
A12,SampA12,0.7742,436,3.0,2.8755,298,25.7097,350.5038,26.0812,N/A (Size threshold is less than lower marker end point),0
A12,SampA12,0.5000,5000,,0.1652,16327,25.7097,350.5038,26.0812,N/A (Size threshold is less than lower marker end point),0
B1,SampB1,0.1298,35,,6.0610,1112,11.2527,291.7568,11.7113,N/A (Size threshold is less than lower marker end point),0
B1,SampB1,1.1221,54,10.0,35.3498,736,11.2527,291.7568,11.7113,N/A (Size threshold is less than lower marker end point),0
B1,SampB1,9.4098,62,83.6,252.8873,12717,11.2527,291.7568,11.7113,N/A (Size threshold is less than lower marker end point),0
B1,SampB1,0.0664,101,0.6,1.0584,63,11.2527,291.7568,11.7113,N/A (Size threshold is less than lower marker end point),0
B1,SampB1,0.1030,416,0.9,0.4135,57,11.2527,291.7568,11.7113,N/A (Size threshold is less than lower marker end point),0
B1,SampB1,0.0523,425,0.5,0.2025,51,11.2527,291.7568,11.7113,N/A (Size threshold is less than lower marker end point),0
B1,SampB1,0.4991,445,4.4,1.8454,324,11.2527,291.7568,11.7113,N/A (Size threshold is less than lower marker end point),0
B1,SampB1,0.5000,5000,,0.1652,13070,11.2527,291.7568,11.7113,N/A (Size threshold is less than lower marker end point),0
B2,SampB2,0.0420,35,,2.0767,551,8.7195,237.9471,8.9515,N/A (Size threshold is less than lower marker end point),0
B2,SampB2,0.5328,49,6.1,18.9634,303,8.7195,237.9471,8.9515,N/A (Size threshold is less than lower marker end point),0
B2,SampB2,6.9793,59,80.0,193.8984,16850,8.7195,237.9471,8.9515,N/A (Size threshold is less than lower marker end point),0
B2,SampB2,0.8415,68,9.7,20.5985,1277,8.7195,237.9471,8.9515,N/A (Size threshold is less than lower marker end point),0
B2,SampB2,0.1798,89,2.1,3.2438,248,8.7195,237.9471,8.9515,N/A (Size threshold is less than lower marker end point),0
B2,SampB2,0.0656,110,0.8,0.9533,55,8.7195,237.9471,8.9515,N/A (Size threshold is less than lower marker end point),0
B2,SampB2,0.0655,410,0.8,0.2653,88,8.7195,237.9471,8.9515,N/A (Size threshold is less than lower marker end point),0
B2,SampB2,0.0218,3326,0.2,0.0109,52,8.7195,237.9471,8.9515,N/A (Size threshold is less than lower marker end point),0
B2,SampB2,0.0332,3954,0.4,0.0136,57,8.7195,237.9471,8.9515,N/A (Size threshold is less than lower marker end point),0
B2,SampB2,0.5000,5000,,0.1648,20331,8.7195,237.9471,8.9515,N/A (Size threshold is less than lower marker end point),0
B3,SampB3,0.1018,35,,5.0367,1246,8.3323,216.2722,8.5635,N/A (Size threshold is less than lower marker end point),0
B3,SampB3,0.9698,50,11.6,31.1467,678,8.3323,216.2722,8.5635,N/A (Size threshold is less than lower marker end point),0
B3,SampB3,6.8107,62,81.7,180.0974,15547,8.3323,216.2722,8.5635,N/A (Size threshold is less than lower marker end point),0
B3,SampB3,0.1333,94,1.6,2.4307,73,8.3323,216.2722,8.5635,N/A (Size threshold is less than lower marker end point),0
B3,SampB3,0.0981,101,1.2,1.5789,95,8.3323,216.2722,8.5635,N/A (Size threshold is less than lower marker end point),0
B3,SampB3,0.0542,412,0.6,0.2195,51,8.3323,216.2722,8.5635,N/A (Size threshold is less than lower marker end point),0
B3,SampB3,0.2134,460,2.6,0.7751,305,8.3323,216.2722,8.5635,N/A (Size threshold is less than lower marker end point),0
B3,SampB3,0.0228,3303,0.3,0.0114,53,8.3323,216.2722,8.5635,N/A (Size threshold is less than lower marker end point),0
B3,SampB3,0.0301,3954,0.4,0.0124,51,8.3323,216.2722,8.5635,N/A (Size threshold is less than lower marker end point),0
B3,SampB3,0.5000,5000,,0.1652,19617,8.3323,216.2722,8.5635,N/A (Size threshold is less than lower marker end point),0
B4,SampB4,0.7397,35,,34.5386,13287,21.4747,100.7315,21.9349,N/A (Size threshold is less than lower marker end point),0
B4,SampB4,0.0783,48,0.4,2.6707,65,21.4747,100.7315,21.9349,N/A (Size threshold is less than lower marker end point),0
B4,SampB4,0.4769,78,2.2,10.5734,357,21.4747,100.7315,21.9349,N/A (Size threshold is less than lower marker end point),0
B4,SampB4,19.6861,396,91.7,82.8361,20283,21.4747,100.7315,21.9349,N/A (Size threshold is less than lower marker end point),0
B4,SampB4,0.7737,426,3.6,2.9744,307,21.4747,100.7315,21.9349,N/A (Size threshold is less than lower marker end point),0
B4,SampB4,0.4596,447,2.1,1.6769,206,21.4747,100.7315,21.9349,N/A (Size threshold is less than lower marker end point),0
B4,SampB4,0.5000,5000,,0.1653,13145,21.4747,100.7315,21.9349,N/A (Size threshold is less than lower marker end point),0
B5,SampB5,0.5344,35,,25.6806,16947,15.2606,64.1359,15.2751,N/A (Size threshold is less than lower marker end point),0
B5,SampB5,0.0790,63,0.5,2.0566,63,15.2606,64.1359,15.2751,N/A (Size threshold is less than lower marker end point),0
B5,SampB5,0.0642,75,0.4,1.4050,95,15.2606,64.1359,15.2751,N/A (Size threshold is less than lower marker end point),0
B5,SampB5,0.0403,117,0.3,0.5707,57,15.2606,64.1359,15.2751,N/A (Size threshold is less than lower marker end point),0
B5,SampB5,0.1135,154,0.7,1.2438,62,15.2606,64.1359,15.2751,N/A (Size threshold is less than lower marker end point),0
B5,SampB5,0.2095,196,1.4,1.7759,265,15.2606,64.1359,15.2751,N/A (Size threshold is less than lower marker end point),0
B5,SampB5,0.5449,213,3.6,4.2267,820,15.2606,64.1359,15.2751,N/A (Size threshold is less than lower marker end point),0
B5,SampB5,3.0722,421,20.1,12.1509,4335,15.2606,64.1359,15.2751,N/A (Size threshold is less than lower marker end point),0
B5,SampB5,8.8631,435,58.1,33.6017,17648,15.2606,64.1359,15.2751,N/A (Size threshold is less than lower marker end point),0
B5,SampB5,1.1094,460,7.3,3.9172,660,15.2606,64.1359,15.2751,N/A (Size threshold is less than lower marker end point),0
B5,SampB5,0.7466,505,4.9,2.4377,961,15.2606,64.1359,15.2751,N/A (Size threshold is less than lower marker end point),0
B5,SampB5,0.0255,534,0.2,0.0789,97,15.2606,64.1359,15.2751,N/A (Size threshold is less than lower marker end point),0
B5,SampB5,0.0250,547,0.2,0.0752,94,15.2606,64.1359,15.2751,N/A (Size threshold is less than lower marker end point),0
B5,SampB5,0.0358,626,0.2,0.0943,71,15.2606,64.1359,15.2751,N/A (Size threshold is less than lower marker end point),0
B5,SampB5,0.0587,641,0.4,0.1497,81,15.2606,64.1359,15.2751,N/A (Size threshold is less than lower marker end point),0
B5,SampB5,0.1339,876,0.9,0.2529,54,15.2606,64.1359,15.2751,N/A (Size threshold is less than lower marker end point),0
B5,SampB5,0.0767,1779,0.5,0.0703,75,15.2606,64.1359,15.2751,N/A (Size threshold is less than lower marker end point),0
B5,SampB5,0.0296,3280,0.2,0.0149,65,15.2606,64.1359,15.2751,N/A (Size threshold is less than lower marker end point),0
B5,SampB5,0.0326,3931,0.2,0.0133,55,15.2606,64.1359,15.2751,N/A (Size threshold is less than lower marker end point),0
B5,SampB5,0.5000,5000,,0.1650,21972,15.2606,64.1359,15.2751,N/A (Size threshold is less than lower marker end point),0
B6,SampB6,0.5690,35,,26.5655,15516,26.5010,109.3363,26.7107,N/A (Size threshold is less than lower marker end point),0
B6,SampB6,0.0602,64,0.2,1.5656,92,26.5010,109.3363,26.7107,N/A (Size threshold is less than lower marker end point),0
B6,SampB6,0.0763,78,0.3,1.5089,80,26.5010,109.3363,26.7107,N/A (Size threshold is less than lower marker end point),0
B6,SampB6,0.1154,357,0.4,0.5394,122,26.5010,109.3363,26.7107,N/A (Size threshold is less than lower marker end point),0
B6,SampB6,23.5613,399,88.9,97.3998,32921,26.5010,109.3363,26.7107,N/A (Size threshold is less than lower marker end point),0
B6,SampB6,0.7214,451,2.7,2.6147,496,26.5010,109.3363,26.7107,N/A (Size threshold is less than lower marker end point),0
B6,SampB6,0.0611,478,0.2,0.2107,105,26.5010,109.3363,26.7107,N/A (Size threshold is less than lower marker end point),0
B6,SampB6,0.0468,504,0.2,0.1532,76,26.5010,109.3363,26.7107,N/A (Size threshold is less than lower marker end point),0
B6,SampB6,1.3068,539,4.9,4.0271,1159,26.5010,109.3363,26.7107,N/A (Size threshold is less than lower marker end point),0
B6,SampB6,0.4816,617,1.8,1.2845,694,26.5010,109.3363,26.7107,N/A (Size threshold is less than lower marker end point),0
B6,SampB6,0.0364,3280,0.1,0.0184,67,26.5010,109.3363,26.7107,N/A (Size threshold is less than lower marker end point),0
B6,SampB6,0.0337,3954,0.1,0.0138,56,26.5010,109.3363,26.7107,N/A (Size threshold is less than lower marker end point),0
B6,SampB6,0.5000,5000,,0.1651,19794,26.5010,109.3363,26.7107,N/A (Size threshold is less than lower marker end point),0
B7,SampB7,2.2212,35,,106.7413,7214,103.1126,518.5917,104.6309,N/A (Size threshold is less than lower marker end point),0
B7,SampB7,1.1486,68,1.1,29.4265,93,103.1126,518.5917,104.6309,N/A (Size threshold is less than lower marker end point),0
B7,SampB7,0.9733,75,0.9,21.0121,149,103.1126,518.5917,104.6309,N/A (Size threshold is less than lower marker end point),0
B7,SampB7,0.5535,206,0.5,4.4184,102,103.1126,518.5917,104.6309,N/A (Size threshold is less than lower marker end point),0
B7,SampB7,5.6806,222,5.5,42.4603,1133,103.1126,518.5917,104.6309,N/A (Size threshold is less than lower marker end point),0
B7,SampB7,4.3455,274,4.2,26.3741,735,103.1126,518.5917,104.6309,N/A (Size threshold is less than lower marker end point),0
B7,SampB7,23.5912,306,22.9,128.4975,3173,103.1126,518.5917,104.6309,N/A (Size threshold is less than lower marker end point),0
B7,SampB7,15.2881,342,14.8,74.8520,1125,103.1126,518.5917,104.6309,N/A (Size threshold is less than lower marker end point),0
B7,SampB7,4.9075,356,4.8,22.6152,738,103.1126,518.5917,104.6309,N/A (Size threshold is less than lower marker end point),0
B7,SampB7,7.2203,427,7.0,28.1515,1174,103.1126,518.5917,104.6309,N/A (Size threshold is less than lower marker end point),0
B7,SampB7,21.4079,441,20.8,80.2377,5311,103.1126,518.5917,104.6309,N/A (Size threshold is less than lower marker end point),0
B7,SampB7,3.6083,462,3.5,12.9350,475,103.1126,518.5917,104.6309,N/A (Size threshold is less than lower marker end point),0
B7,SampB7,0.4883,478,0.5,1.6845,144,103.1126,518.5917,104.6309,N/A (Size threshold is less than lower marker end point),0
B7,SampB7,13.8995,498,13.5,45.9269,1381,103.1126,518.5917,104.6309,N/A (Size threshold is less than lower marker end point),0
B7,SampB7,0.5000,5000,,0.1652,2741,103.1126,518.5917,104.6309,N/A (Size threshold is less than lower marker end point),0
B8,SampB8,0.7028,35,,32.8143,13537,26.5820,109.0226,26.9768,N/A (Size threshold is less than lower marker end point),0
B8,SampB8,0.1082,79,0.4,2.2198,146,26.5820,109.0226,26.9768,N/A (Size threshold is less than lower marker end point),0
B8,SampB8,0.1251,365,0.5,0.5668,133,26.5820,109.0226,26.9768,N/A (Size threshold is less than lower marker end point),0
B8,SampB8,24.4724,405,92.1,99.9119,24957,26.5820,109.0226,26.9768,N/A (Size threshold is less than lower marker end point),0
B8,SampB8,0.5239,444,2.0,1.9285,516,26.5820,109.0226,26.9768,N/A (Size threshold is less than lower marker end point),0
