Source Plate Barcode,Source Well,Destination Plate Barcode,Destination Well,Volume
BAOsP1COp00102,O17,BAOsPCR3p00059,G1,1800
BAOsP1COp00102,O18,BAOsPCR3p00059,G2,1800
BAOsP1COp00103,A23,BAOsPCR3p00059,G3,1800
BAOsP1COp00103,B24,BAOsPCR3p00059,G4,1800
BAOsP1COp00103,A5,BAOsPCR3p00059,G5,1800
BAOsP1COp00103,A6,BAOsPCR3p00059,G6,1800
BAOsP1COp00103,A11,BAOsPCR3p00059,G7,1800
BAOsP1COp00103,B12,BAOsPCR3p00059,G8,1800
BAOsP1COp00103,A13,BAOsPCR3p00059,G9,1800
BAOsP1COp00103,A14,BAOsPCR3p00059,G10,1800
BAOsP1COp00103,A15,BAOsPCR3p00059,G11,1800
BAOsP1COp00103,A16,BAOsPCR3p00059,G12,1800
BAOsP1COp00103,C1,BAOsPCR3p00059,H1,1800
BAOsP1COp00103,D2,BAOsPCR3p00059,H2,1800
BAOsP1COp00103,C19,BAOsPCR3p00059,H3,1800
BAOsP1COp00103,C20,BAOsPCR3p00059,H4,1800
BAOsP1COp00103,C3,BAOsPCR3p00059,H5,1800
BAOsP1COp00103,C4,BAOsPCR3p00059,H6,1800
BAOsP1COp00103,C11,BAOsPCR3p00059,H7,1800
BAOsP1COp00103,D12,BAOsPCR3p00059,H8,1800
BAOsP1COp00103,C15,BAOsPCR3p00059,H9,1800
BAOsP1COp00103,D16,BAOsPCR3p00059,H10,1800
BAOsP1COp00103,C17,BAOsPCR3p00059,H11,1800
BAOsP1COp00103,C18,BAOsPCR3p00059,H12,1800
