Well,Sample ID,ng/ul,Size (bp),% (Conc.) (ng/uL),nmole/L,RFU,TIC (ng/ul),TIM (nmole/L),Total Conc. (ng/ul),DQN,Threshold
C6,SampC6,0.5000,5000,,0.1647,13273,27.8600,116.9924,28.3471,N/A (Size threshold is less than lower marker end point),0
C7,SampC7,0.5657,35,,26.4151,15213,20.1638,74.0006,20.4253,N/A (Size threshold is less than lower marker end point),0
C7,SampC7,0.1074,76,0.5,2.3815,102,20.1638,74.0006,20.4253,N/A (Size threshold is less than lower marker end point),0
C7,SampC7,0.0334,403,0.2,0.1369,63,20.1638,74.0006,20.4253,N/A (Size threshold is less than lower marker end point),0
C7,SampC7,17.9022,458,88.8,64.7398,31042,20.1638,74.0006,20.4253,N/A (Size threshold is less than lower marker end point),0
C7,SampC7,1.7810,483,8.8,5.8849,621,20.1638,74.0006,20.4253,N/A (Size threshold is less than lower marker end point),0
C7,SampC7,0.2842,555,1.4,0.8322,175,20.1638,74.0006,20.4253,N/A (Size threshold is less than lower marker end point),0
C7,SampC7,0.0269,3300,0.1,0.0135,59,20.1638,74.0006,20.4253,N/A (Size threshold is less than lower marker end point),0
C7,SampC7,0.0287,3966,0.1,0.0118,52,20.1638,74.0006,20.4253,N/A (Size threshold is less than lower marker end point),0
C7,SampC7,0.5000,5000,,0.1647,19227,20.1638,74.0006,20.4253,N/A (Size threshold is less than lower marker end point),0
C8,SampC8,0.6429,35,,30.0176,12299,35.1193,147.2325,35.5239,N/A (Size threshold is less than lower marker end point),0
C8,SampC8,0.3003,91,0.9,5.4175,190,35.1193,147.2325,35.5239,N/A (Size threshold is less than lower marker end point),0
C8,SampC8,34.3273,401,97.7,141.1960,35288,35.1193,147.2325,35.5239,N/A (Size threshold is less than lower marker end point),0
C8,SampC8,0.0800,534,0.2,0.2452,51,35.1193,147.2325,35.5239,N/A (Size threshold is less than lower marker end point),0
C8,SampC8,0.2575,1789,0.7,0.2683,74,35.1193,147.2325,35.5239,N/A (Size threshold is less than lower marker end point),0
C8,SampC8,0.1055,1971,0.3,0.0817,60,35.1193,147.2325,35.5239,N/A (Size threshold is less than lower marker end point),0
C8,SampC8,0.0486,3300,0.1,0.0237,51,35.1193,147.2325,35.5239,N/A (Size threshold is less than lower marker end point),0
C8,SampC8,0.5000,5000,,0.1651,15241,35.1193,147.2325,35.5239,N/A (Size threshold is less than lower marker end point),0
C9,SampC9,0.7737,35,,36.1239,11803,46.6262,181.7285,46.7948,N/A (Size threshold is less than lower marker end point),0
C9,SampC9,0.2078,64,0.4,5.2413,72,46.6262,181.7285,46.7948,N/A (Size threshold is less than lower marker end point),0
C9,SampC9,0.1963,76,0.4,4.2372,179,46.6262,181.7285,46.7948,N/A (Size threshold is less than lower marker end point),0
C9,SampC9,41.3025,432,88.6,158.0413,28699,46.6262,181.7285,46.7948,N/A (Size threshold is less than lower marker end point),0
C9,SampC9,0.7228,488,1.6,2.4422,569,46.6262,181.7285,46.7948,N/A (Size threshold is less than lower marker end point),0
C9,SampC9,2.6417,500,5.7,8.6248,1711,46.6262,181.7285,46.7948,N/A (Size threshold is less than lower marker end point),0
C9,SampC9,0.8444,542,1.8,2.5219,348,46.6262,181.7285,46.7948,N/A (Size threshold is less than lower marker end point),0
C9,SampC9,0.7108,1962,1.5,0.6197,111,46.6262,181.7285,46.7948,N/A (Size threshold is less than lower marker end point),0
C9,SampC9,0.5000,5000,,0.1648,12061,46.6262,181.7285,46.7948,N/A (Size threshold is less than lower marker end point),0
C10,SampC10,0.6990,35,,33.5892,9824,38.7721,150.3452,39.0600,N/A (Size threshold is less than lower marker end point),0
C10,SampC10,0.2215,74,0.6,4.9784,185,38.7721,150.3452,39.0600,N/A (Size threshold is less than lower marker end point),0
C10,SampC10,0.3177,282,0.8,1.8594,241,38.7721,150.3452,39.0600,N/A (Size threshold is less than lower marker end point),0
C10,SampC10,29.9700,411,77.3,119.3955,21479,38.7721,150.3452,39.0600,N/A (Size threshold is less than lower marker end point),0
C10,SampC10,0.4221,462,1.1,1.5032,474,38.7721,150.3452,39.0600,N/A (Size threshold is less than lower marker end point),0
C10,SampC10,0.6532,470,1.7,2.2723,397,38.7721,150.3452,39.0600,N/A (Size threshold is less than lower marker end point),0
C10,SampC10,0.8198,487,2.1,2.7586,523,38.7721,150.3452,39.0600,N/A (Size threshold is less than lower marker end point),0
C10,SampC10,0.0832,519,0.2,0.2643,91,38.7721,150.3452,39.0600,N/A (Size threshold is less than lower marker end point),0
C10,SampC10,4.0216,551,10.4,11.9889,1835,38.7721,150.3452,39.0600,N/A (Size threshold is less than lower marker end point),0
C10,SampC10,1.0345,629,2.7,2.7154,1106,38.7721,150.3452,39.0600,N/A (Size threshold is less than lower marker end point),0
C10,SampC10,0.9679,644,2.5,2.4620,1068,38.7721,150.3452,39.0600,N/A (Size threshold is less than lower marker end point),0
C10,SampC10,0.1589,2839,0.4,0.0970,65,38.7721,150.3452,39.0600,N/A (Size threshold is less than lower marker end point),0
C10,SampC10,0.1017,3277,0.3,0.0501,67,38.7721,150.3452,39.0600,N/A (Size threshold is less than lower marker end point),0
C10,SampC10,0.5000,5000,,0.1652,12621,38.7721,150.3452,39.0600,N/A (Size threshold is less than lower marker end point),0
C11,SampC11,0.5636,35,,26.3154,14713,9.3099,40.5097,9.5063,N/A (Size threshold is less than lower marker end point),0
C11,SampC11,0.0838,63,0.9,2.1137,68,9.3099,40.5097,9.5063,N/A (Size threshold is less than lower marker end point),0
C11,SampC11,0.0511,76,0.5,1.1038,62,9.3099,40.5097,9.5063,N/A (Size threshold is less than lower marker end point),0
C11,SampC11,0.1070,88,1.1,1.9735,121,9.3099,40.5097,9.5063,N/A (Size threshold is less than lower marker end point),0
C11,SampC11,0.0348,102,0.4,0.5656,60,9.3099,40.5097,9.5063,N/A (Size threshold is less than lower marker end point),0
C11,SampC11,8.2764,427,88.9,32.2691,13351,9.3099,40.5097,9.5063,N/A (Size threshold is less than lower marker end point),0
C11,SampC11,0.6891,454,7.4,2.4544,310,9.3099,40.5097,9.5063,N/A (Size threshold is less than lower marker end point),0
C11,SampC11,0.0239,3277,0.3,0.0120,54,9.3099,40.5097,9.5063,N/A (Size threshold is less than lower marker end point),0
C11,SampC11,0.0438,3966,0.5,0.0176,53,9.3099,40.5097,9.5063,N/A (Size threshold is less than lower marker end point),0
C11,SampC11,0.5000,5000,,0.1650,19353,9.3099,40.5097,9.5063,N/A (Size threshold is less than lower marker end point),0
C12,SampC12,1.5838,35,,76.1080,9833,61.3553,260.5601,62.2425,N/A (Size threshold is less than lower marker end point),0
C12,SampC12,0.7200,74,1.2,16.4055,217,61.3553,260.5601,62.2425,N/A (Size threshold is less than lower marker end point),0
C12,SampC12,55.2710,409,90.1,224.5377,23743,61.3553,260.5601,62.2425,N/A (Size threshold is less than lower marker end point),0
C12,SampC12,1.2380,433,2.0,4.7042,444,61.3553,260.5601,62.2425,N/A (Size threshold is less than lower marker end point),0
C12,SampC12,3.5585,449,5.8,12.9826,615,61.3553,260.5601,62.2425,N/A (Size threshold is less than lower marker end point),0
C12,SampC12,0.5677,479,0.9,1.9301,107,61.3553,260.5601,62.2425,N/A (Size threshold is less than lower marker end point),0
C12,SampC12,0.5000,5000,,0.1656,5864,61.3553,260.5601,62.2425,N/A (Size threshold is less than lower marker end point),0
D1,SampD1,0.5318,35,,24.8324,15117,34.3363,122.3085,34.3713,N/A (Size threshold is less than lower marker end point),0
D1,SampD1,0.1012,64,0.3,2.5542,69,34.3363,122.3085,34.3713,N/A (Size threshold is less than lower marker end point),0
D1,SampD1,0.0957,76,0.3,2.0395,129,34.3363,122.3085,34.3713,N/A (Size threshold is less than lower marker end point),0
D1,SampD1,28.5924,449,83.3,105.2486,37259,34.3363,122.3085,34.3713,N/A (Size threshold is less than lower marker end point),0
D1,SampD1,1.0338,498,3.0,3.4228,1321,34.3363,122.3085,34.3713,N/A (Size threshold is less than lower marker end point),0
D1,SampD1,2.4989,522,7.3,7.7585,2199,34.3363,122.3085,34.3713,N/A (Size threshold is less than lower marker end point),0
D1,SampD1,0.0962,1655,0.3,0.0997,181,34.3363,122.3085,34.3713,N/A (Size threshold is less than lower marker end point),0
D1,SampD1,0.9599,2286,2.8,0.7370,387,34.3363,122.3085,34.3713,N/A (Size threshold is less than lower marker end point),0
D1,SampD1,0.2652,2804,0.8,0.1499,288,34.3363,122.3085,34.3713,N/A (Size threshold is less than lower marker end point),0
D1,SampD1,0.6929,3346,2.0,0.2983,313,34.3363,122.3085,34.3713,N/A (Size threshold is less than lower marker end point),0
D1,SampD1,0.5000,5000,,0.1647,20464,34.3363,122.3085,34.3713,N/A (Size threshold is less than lower marker end point),0
D2,SampD2,0.5414,35,,25.2774,15469,25.5666,102.5724,25.8281,N/A (Size threshold is less than lower marker end point),0
D2,SampD2,0.1195,73,0.5,2.8004,147,25.5666,102.5724,25.8281,N/A (Size threshold is less than lower marker end point),0
D2,SampD2,0.1182,84,0.5,2.3375,98,25.5666,102.5724,25.8281,N/A (Size threshold is less than lower marker end point),0
D2,SampD2,0.1668,99,0.7,2.7660,254,25.5666,102.5724,25.8281,N/A (Size threshold is less than lower marker end point),0
D2,SampD2,24.7322,433,96.7,93.5492,32632,25.5666,102.5724,25.8281,N/A (Size threshold is less than lower marker end point),0
D2,SampD2,0.1786,518,0.7,0.5663,154,25.5666,102.5724,25.8281,N/A (Size threshold is less than lower marker end point),0
D2,SampD2,0.1743,537,0.7,0.5187,113,25.5666,102.5724,25.8281,N/A (Size threshold is less than lower marker end point),0
D2,SampD2,0.0319,3323,0.1,0.0159,69,25.5666,102.5724,25.8281,N/A (Size threshold is less than lower marker end point),0
D2,SampD2,0.0451,3943,0.2,0.0183,68,25.5666,102.5724,25.8281,N/A (Size threshold is less than lower marker end point),0
D2,SampD2,0.5000,5000,,0.1646,20191,25.5666,102.5724,25.8281,N/A (Size threshold is less than lower marker end point),0
D3,SampD3,0.3705,35,,17.3011,796,51.8403,866.0439,53.2606,N/A (Size threshold is less than lower marker end point),0
D3,SampD3,4.3448,52,8.4,142.3217,738,51.8403,866.0439,53.2606,N/A (Size threshold is less than lower marker end point),0
D3,SampD3,23.4168,63,45.2,619.2197,7571,51.8403,866.0439,53.2606,N/A (Size threshold is less than lower marker end point),0
D3,SampD3,0.7630,89,1.5,14.0738,70,51.8403,866.0439,53.2606,N/A (Size threshold is less than lower marker end point),0
D3,SampD3,0.2864,101,0.6,4.6562,81,51.8403,866.0439,53.2606,N/A (Size threshold is less than lower marker end point),0
D3,SampD3,0.3489,143,0.7,4.0093,75,51.8403,866.0439,53.2606,N/A (Size threshold is less than lower marker end point),0
D3,SampD3,21.3357,461,41.2,77.3263,5052,51.8403,866.0439,53.2606,N/A (Size threshold is less than lower marker end point),0
D3,SampD3,0.5182,489,1.0,1.7544,83,51.8403,866.0439,53.2606,N/A (Size threshold is less than lower marker end point),0
D3,SampD3,0.8265,504,1.6,2.6826,81,51.8403,866.0439,53.2606,N/A (Size threshold is less than lower marker end point),0
D3,SampD3,0.5000,5000,,0.1652,3240,51.8403,866.0439,53.2606,N/A (Size threshold is less than lower marker end point),0
D4,SampD4,0.8753,35,,40.8673,13468,27.0575,121.4848,27.4772,N/A (Size threshold is less than lower marker end point),0
D4,SampD4,0.1834,48,0.7,6.3891,108,27.0575,121.4848,27.4772,N/A (Size threshold is less than lower marker end point),0
D4,SampD4,0.1336,73,0.5,3.0026,123,27.0575,121.4848,27.4772,N/A (Size threshold is less than lower marker end point),0
D4,SampD4,24.4926,393,90.5,103.5906,21556,27.0575,121.4848,27.4772,N/A (Size threshold is less than lower marker end point),0
D4,SampD4,2.2479,424,8.3,8.5024,480,27.0575,121.4848,27.4772,N/A (Size threshold is less than lower marker end point),0
D4,SampD4,0.5000,5000,,0.1648,12208,27.0575,121.4848,27.4772,N/A (Size threshold is less than lower marker end point),0
D5,SampD5,0.5458,35,,26.2265,14907,24.7708,98.7639,25.0096,N/A (Size threshold is less than lower marker end point),0
D5,SampD5,0.1890,63,0.8,4.9966,99,24.7708,98.7639,25.0096,N/A (Size threshold is less than lower marker end point),0
D5,SampD5,0.1013,75,0.4,2.1864,127,24.7708,98.7639,25.0096,N/A (Size threshold is less than lower marker end point),0
D5,SampD5,21.8595,440,88.2,82.8736,34982,24.7708,98.7639,25.0096,N/A (Size threshold is less than lower marker end point),0
D5,SampD5,1.8454,461,7.4,6.4196,945,24.7708,98.7639,25.0096,N/A (Size threshold is less than lower marker end point),0
D5,SampD5,0.2450,518,1.0,0.7844,227,24.7708,98.7639,25.0096,N/A (Size threshold is less than lower marker end point),0
D5,SampD5,0.4978,533,2.0,1.4868,236,24.7708,98.7639,25.0096,N/A (Size threshold is less than lower marker end point),0
D5,SampD5,0.0328,3323,0.1,0.0164,67,24.7708,98.7639,25.0096,N/A (Size threshold is less than lower marker end point),0
D5,SampD5,0.5000,5000,,0.1647,19669,24.7708,98.7639,25.0096,N/A (Size threshold is less than lower marker end point),0
D6,SampD6,0.5654,35,,27.1707,14572,19.2737,75.5865,19.6377,N/A (Size threshold is less than lower marker end point),0
D6,SampD6,0.1377,67,0.7,3.2731,136,19.2737,75.5865,19.6377,N/A (Size threshold is less than lower marker end point),0
D6,SampD6,0.3232,95,1.7,5.5860,280,19.2737,75.5865,19.6377,N/A (Size threshold is less than lower marker end point),0
D6,SampD6,3.0198,365,15.7,13.6487,4593,19.2737,75.5865,19.6377,N/A (Size threshold is less than lower marker end point),0
D6,SampD6,0.0537,383,0.3,0.2294,79,19.2737,75.5865,19.6377,N/A (Size threshold is less than lower marker end point),0
D6,SampD6,9.3199,451,48.4,34.0022,13625,19.2737,75.5865,19.6377,N/A (Size threshold is less than lower marker end point),0
D6,SampD6,0.2001,492,1.0,0.6732,205,19.2737,75.5865,19.6377,N/A (Size threshold is less than lower marker end point),0
D6,SampD6,0.3949,506,2.0,1.2818,354,19.2737,75.5865,19.6377,N/A (Size threshold is less than lower marker end point),0
D6,SampD6,5.7587,553,29.9,16.8621,3983,19.2737,75.5865,19.6377,N/A (Size threshold is less than lower marker end point),0
D6,SampD6,0.0307,3300,0.2,0.0154,58,19.2737,75.5865,19.6377,N/A (Size threshold is less than lower marker end point),0
D6,SampD6,0.0350,3966,0.2,0.0145,57,19.2737,75.5865,19.6377,N/A (Size threshold is less than lower marker end point),0
D6,SampD6,0.5000,5000,,0.1650,19081,19.2737,75.5865,19.6377,N/A (Size threshold is less than lower marker end point),0
D7,SampD7,0.7387,35,,34.4921,10933,28.8348,112.3051,29.3090,N/A (Size threshold is less than lower marker end point),0
D7,SampD7,0.1238,69,0.4,3.0772,60,28.8348,112.3051,29.3090,N/A (Size threshold is less than lower marker end point),0
D7,SampD7,0.1460,76,0.5,3.0319,89,28.8348,112.3051,29.3090,N/A (Size threshold is less than lower marker end point),0
D7,SampD7,0.1276,393,0.4,0.5383,77,28.8348,112.3051,29.3090,N/A (Size threshold is less than lower marker end point),0
D7,SampD7,25.8108,443,89.5,96.9604,24271,28.8348,112.3051,29.3090,N/A (Size threshold is less than lower marker end point),0
D7,SampD7,2.2112,468,7.7,7.5802,536,28.8348,112.3051,29.3090,N/A (Size threshold is less than lower marker end point),0
D7,SampD7,0.3623,539,1.3,1.0980,141,28.8348,112.3051,29.3090,N/A (Size threshold is less than lower marker end point),0
D7,SampD7,0.0531,4586,0.2,0.0191,51,28.8348,112.3051,29.3090,N/A (Size threshold is less than lower marker end point),0
D7,SampD7,0.5000,5000,,0.1652,11987,28.8348,112.3051,29.3090,N/A (Size threshold is less than lower marker end point),0
D8,SampD8,0.5710,35,,26.6597,12088,26.1112,107.6071,26.4084,N/A (Size threshold is less than lower marker end point),0
D8,SampD8,0.0645,74,0.2,1.4495,59,26.1112,107.6071,26.4084,N/A (Size threshold is less than lower marker end point),0
D8,SampD8,25.9037,401,99.2,106.0180,27570,26.1112,107.6071,26.4084,N/A (Size threshold is less than lower marker end point),0
D8,SampD8,0.1431,1789,0.5,0.1397,68,26.1112,107.6071,26.4084,N/A (Size threshold is less than lower marker end point),0
D8,SampD8,0.5000,5000,,0.1650,16705,26.1112,107.6071,26.4084,N/A (Size threshold is less than lower marker end point),0
D9,SampD9,0.6955,35,,33.4242,8147,55.0573,208.4410,55.3205,N/A (Size threshold is less than lower marker end point),0
D9,SampD9,0.1864,64,0.3,4.7031,57,55.0573,208.4410,55.3205,N/A (Size threshold is less than lower marker end point),0
D9,SampD9,0.1457,76,0.3,3.1051,103,55.0573,208.4410,55.3205,N/A (Size threshold is less than lower marker end point),0
D9,SampD9,50.4309,439,91.6,189.8814,34429,55.0573,208.4410,55.3205,N/A (Size threshold is less than lower marker end point),0
D9,SampD9,3.1144,509,5.7,9.8936,1126,55.0573,208.4410,55.3205,N/A (Size threshold is less than lower marker end point),0
D9,SampD9,0.1028,1607,0.2,0.1090,64,55.0573,208.4410,55.3205,N/A (Size threshold is less than lower marker end point),0
D9,SampD9,0.1745,1808,0.3,0.1622,110,55.0573,208.4410,55.3205,N/A (Size threshold is less than lower marker end point),0
D9,SampD9,0.5434,2126,1.0,0.4024,144,55.0573,208.4410,55.3205,N/A (Size threshold is less than lower marker end point),0
D9,SampD9,0.1244,2839,0.2,0.0713,92,55.0573,208.4410,55.3205,N/A (Size threshold is less than lower marker end point),0
D9,SampD9,0.2347,3231,0.4,0.1129,101,55.0573,208.4410,55.3205,N/A (Size threshold is less than lower marker end point),0
D9,SampD9,0.5000,5000,,0.1648,11146,55.0573,208.4410,55.3205,N/A (Size threshold is less than lower marker end point),0
D10,SampD10,0.5749,35,,26.8446,7616,31.0957,114.2311,31.7134,N/A (Size threshold is less than lower marker end point),0
D10,SampD10,0.0564,59,0.2,1.5407,52,31.0957,114.2311,31.7134,N/A (Size threshold is less than lower marker end point),0
D10,SampD10,27.3262,448,87.9,100.5874,23375,31.0957,114.2311,31.7134,N/A (Size threshold is less than lower marker end point),0
D10,SampD10,1.2045,464,3.9,4.2531,1239,31.0957,114.2311,31.7134,N/A (Size threshold is less than lower marker end point),0
D10,SampD10,0.0988,478,0.3,0.3400,136,31.0957,114.2311,31.7134,N/A (Size threshold is less than lower marker end point),0
D10,SampD10,0.1882,489,0.6,0.6359,181,31.0957,114.2311,31.7134,N/A (Size threshold is less than lower marker end point),0
D10,SampD10,2.0933,504,6.7,6.8211,1544,31.0957,114.2311,31.7134,N/A (Size threshold is less than lower marker end point),0
D10,SampD10,0.1284,3920,0.4,0.0529,61,31.0957,114.2311,31.7134,N/A (Size threshold is less than lower marker end point),0
D10,SampD10,0.5000,5000,,0.1646,11563,31.0957,114.2311,31.7134,N/A (Size threshold is less than lower marker end point),0
D11,SampD11,0.5988,35,,27.9593,9655,31.7101,118.4092,31.7264,N/A (Size threshold is less than lower marker end point),0
D11,SampD11,0.1257,65,0.4,3.2197,54,31.7101,118.4092,31.7264,N/A (Size threshold is less than lower marker end point),0
D11,SampD11,0.0789,76,0.2,1.7041,72,31.7101,118.4092,31.7264,N/A (Size threshold is less than lower marker end point),0
D11,SampD11,5.6448,431,17.8,21.8535,4286,31.7101,118.4092,31.7264,N/A (Size threshold is less than lower marker end point),0
D11,SampD11,21.3527,444,67.3,78.9522,22306,31.7101,118.4092,31.7264,N/A (Size threshold is less than lower marker end point),0
D11,SampD11,1.0679,489,3.4,3.5934,784,31.7101,118.4092,31.7264,N/A (Size threshold is less than lower marker end point),0
D11,SampD11,2.1534,516,6.8,6.8805,1804,31.7101,118.4092,31.7264,N/A (Size threshold is less than lower marker end point),0
D11,SampD11,0.5241,542,1.7,1.5739,558,31.7101,118.4092,31.7264,N/A (Size threshold is less than lower marker end point),0
D11,SampD11,0.1425,1645,0.4,0.1472,112,31.7101,118.4092,31.7264,N/A (Size threshold is less than lower marker end point),0
D11,SampD11,0.1863,1837,0.6,0.1711,136,31.7101,118.4092,31.7264,N/A (Size threshold is less than lower marker end point),0
D11,SampD11,0.3933,1971,1.2,0.2993,156,31.7101,118.4092,31.7264,N/A (Size threshold is less than lower marker end point),0
D11,SampD11,0.0405,4678,0.1,0.0144,52,31.7101,118.4092,31.7264,N/A (Size threshold is less than lower marker end point),0
D11,SampD11,0.5000,5000,,0.1653,12886,31.7101,118.4092,31.7264,N/A (Size threshold is less than lower marker end point),0
D12,SampD12,0.6037,35,,29.0101,12755,24.4230,97.3368,24.6332,N/A (Size threshold is less than lower marker end point),0
D12,SampD12,0.1748,73,0.7,4.0957,175,24.4230,97.3368,24.6332,N/A (Size threshold is less than lower marker end point),0
D12,SampD12,0.2215,194,0.9,1.8867,170,24.4230,97.3368,24.6332,N/A (Size threshold is less than lower marker end point),0
D12,SampD12,18.1130,399,74.2,74.3173,15972,24.4230,97.3368,24.6332,N/A (Size threshold is less than lower marker end point),0
D12,SampD12,0.8793,451,3.6,3.1867,495,24.4230,97.3368,24.6332,N/A (Size threshold is less than lower marker end point),0
D12,SampD12,0.0735,478,0.3,0.2530,96,24.4230,97.3368,24.6332,N/A (Size threshold is less than lower marker end point),0
D12,SampD12,3.3580,539,13.7,10.2330,2005,24.4230,97.3368,24.6332,N/A (Size threshold is less than lower marker end point),0
D12,SampD12,0.6419,616,2.6,1.7203,934,24.4230,97.3368,24.6332,N/A (Size threshold is less than lower marker end point),0
D12,SampD12,0.5471,634,2.2,1.4223,942,24.4230,97.3368,24.6332,N/A (Size threshold is less than lower marker end point),0
D12,SampD12,0.1327,2572,0.5,0.0902,97,24.4230,97.3368,24.6332,N/A (Size threshold is less than lower marker end point),0
D12,SampD12,0.0948,2857,0.4,0.0545,93,24.4230,97.3368,24.6332,N/A (Size threshold is less than lower marker end point),0
D12,SampD12,0.0459,3300,0.2,0.0232,63,24.4230,97.3368,24.6332,N/A (Size threshold is less than lower marker end point),0
D12,SampD12,0.1056,3989,0.4,0.0416,71,24.4230,97.3368,24.6332,N/A (Size threshold is less than lower marker end point),0
D12,SampD12,0.0350,4724,0.1,0.0123,76,24.4230,97.3368,24.6332,N/A (Size threshold is less than lower marker end point),0
D12,SampD12,0.5000,5000,,0.1649,16722,24.4230,97.3368,24.6332,N/A (Size threshold is less than lower marker end point),0
E1,SampE1,0.5775,35,,26.9636,11726,50.4282,186.7294,50.4752,N/A (Size threshold is less than lower marker end point),0
E1,SampE1,0.2378,64,0.5,6.1890,114,50.4282,186.7294,50.4752,N/A (Size threshold is less than lower marker end point),0
E1,SampE1,0.1434,76,0.3,3.0555,140,50.4282,186.7294,50.4752,N/A (Size threshold is less than lower marker end point),0
E1,SampE1,43.2563,437,85.8,163.2411,40678,50.4282,186.7294,50.4752,N/A (Size threshold is less than lower marker end point),0
E1,SampE1,3.0888,508,6.1,10.0054,2010,50.4282,186.7294,50.4752,N/A (Size threshold is less than lower marker end point),0
E1,SampE1,0.7652,546,1.5,2.2690,378,50.4282,186.7294,50.4752,N/A (Size threshold is less than lower marker end point),0
E1,SampE1,2.1964,2055,4.4,1.6510,382,50.4282,186.7294,50.4752,N/A (Size threshold is less than lower marker end point),0
E1,SampE1,0.3521,3277,0.7,0.1673,266,50.4282,186.7294,50.4752,N/A (Size threshold is less than lower marker end point),0
E1,SampE1,0.3881,3920,0.8,0.1512,209,50.4282,186.7294,50.4752,N/A (Size threshold is less than lower marker end point),0
E1,SampE1,0.5000,5000,,0.1643,15087,50.4282,186.7294,50.4752,N/A (Size threshold is less than lower marker end point),0
E2,SampE2,0.5045,35,,23.5580,13617,22.1346,91.2276,22.2411,N/A (Size threshold is less than lower marker end point),0
E2,SampE2,0.0529,70,0.2,1.2396,84,22.1346,91.2276,22.2411,N/A (Size threshold is less than lower marker end point),0
E2,SampE2,0.0942,78,0.4,1.9559,121,22.1346,91.2276,22.2411,N/A (Size threshold is less than lower marker end point),0
E2,SampE2,0.5983,92,2.7,10.3397,493,22.1346,91.2276,22.2411,N/A (Size threshold is less than lower marker end point),0
E2,SampE2,16.9412,446,76.5,62.6407,22293,22.1346,91.2276,22.2411,N/A (Size threshold is less than lower marker end point),0
E2,SampE2,2.2091,462,10.0,7.8338,3692,22.1346,91.2276,22.2411,N/A (Size threshold is less than lower marker end point),0
E2,SampE2,0.7738,486,3.5,2.6363,930,22.1346,91.2276,22.2411,N/A (Size threshold is less than lower marker end point),0
E2,SampE2,1.0307,492,4.7,3.4193,952,22.1346,91.2276,22.2411,N/A (Size threshold is less than lower marker end point),0
E2,SampE2,0.3723,540,1.7,1.1344,345,22.1346,91.2276,22.2411,N/A (Size threshold is less than lower marker end point),0
E2,SampE2,0.0265,3323,0.1,0.0132,59,22.1346,91.2276,22.2411,N/A (Size threshold is less than lower marker end point),0
E2,SampE2,0.0358,3966,0.2,0.0147,58,22.1346,91.2276,22.2411,N/A (Size threshold is less than lower marker end point),0
E2,SampE2,0.5000,5000,,0.1649,19878,22.1346,91.2276,22.2411,N/A (Size threshold is less than lower marker end point),0
E3,SampE3,0.0710,35,,3.2237,858,7.1936,180.3000,7.5259,N/A (Size threshold is less than lower marker end point),0
E3,SampE3,0.7625,52,10.6,24.0206,471,7.1936,180.3000,7.5259,N/A (Size threshold is less than lower marker end point),0
E3,SampE3,5.9458,65,82.7,152.3331,13476,7.1936,180.3000,7.5259,N/A (Size threshold is less than lower marker end point),0
E3,SampE3,0.1847,103,2.6,2.9452,148,7.1936,180.3000,7.5259,N/A (Size threshold is less than lower marker end point),0
E3,SampE3,0.1107,455,1.5,0.4048,109,7.1936,180.3000,7.5259,N/A (Size threshold is less than lower marker end point),0
E3,SampE3,0.1659,463,2.3,0.5845,238,7.1936,180.3000,7.5259,N/A (Size threshold is less than lower marker end point),0
E3,SampE3,0.0240,3369,0.3,0.0118,53,7.1936,180.3000,7.5259,N/A (Size threshold is less than lower marker end point),0
E3,SampE3,0.5000,5000,,0.1645,19046,7.1936,180.3000,7.5259,N/A (Size threshold is less than lower marker end point),0
E4,SampE4,1.0917,35,,5.9662,368,1.8086,4.0708,0.7358,N/A (Size threshold is less than lower marker end point),0
E4,SampE4,0.3716,417,20.5,1.4732,115,1.8086,4.0708,0.7358,N/A (Size threshold is less than lower marker end point),0
E4,SampE4,0.5471,432,30.2,2.0740,148,1.8086,4.0708,0.7358,N/A (Size threshold is less than lower marker end point),0
E4,SampE4,0.5000,2090,27.6,0.3753,574,1.8086,4.0708,0.7358,N/A (Size threshold is less than lower marker end point),0
E4,SampE4,0.3900,4265,21.6,0.1483,195,1.8086,4.0708,0.7358,N/A (Size threshold is less than lower marker end point),0
E4,SampE4,0.1031,5000,,0.0352,72,1.8086,4.0708,0.7358,N/A (Size threshold is less than lower marker end point),0
E5,SampE5,0.1004,35,,4.5592,581,26.0175,313.7408,26.5583,N/A (Size threshold is less than lower marker end point),0
E5,SampE5,0.1466,52,0.6,4.6186,100,26.0175,313.7408,26.5583,N/A (Size threshold is less than lower marker end point),0
E5,SampE5,9.5723,62,36.8,253.1231,10410,26.0175,313.7408,26.5583,N/A (Size threshold is less than lower marker end point),0
E5,SampE5,0.1121,411,0.4,0.4556,55,26.0175,313.7408,26.5583,N/A (Size threshold is less than lower marker end point),0
E5,SampE5,14.9360,482,57.4,51.6314,12213,26.0175,313.7408,26.5583,N/A (Size threshold is less than lower marker end point),0
E5,SampE5,1.2505,524,4.8,3.9121,269,26.0175,313.7408,26.5583,N/A (Size threshold is less than lower marker end point),0
E5,SampE5,0.5000,5000,,0.1653,11765,26.0175,313.7408,26.5583,N/A (Size threshold is less than lower marker end point),0
E6,SampE6,0.7584,35,,36.4445,9432,26.7757,124.9059,27.2607,N/A (Size threshold is less than lower marker end point),0
E6,SampE6,0.2617,48,1.0,8.9283,139,26.7757,124.9059,27.2607,N/A (Size threshold is less than lower marker end point),0
E6,SampE6,0.3365,73,1.3,7.7734,201,26.7757,124.9059,27.2607,N/A (Size threshold is less than lower marker end point),0
