Well,Sample ID,ng/ul,Size (bp),% (Conc.) (ng/uL),nmole/L,RFU,TIC (ng/ul),TIM (nmole/L),Total Conc. (ng/ul),DQN,Threshold
G6,SampG6,0.1381,68,1.1,3.3310,177,12.4086,54.0506,12.8077,N/A (Size threshold is less than lower marker end point),0
G6,SampG6,0.1860,85,1.5,3.6770,221,12.4086,54.0506,12.8077,N/A (Size threshold is less than lower marker end point),0
G6,SampG6,0.0543,102,0.4,0.8737,94,12.4086,54.0506,12.8077,N/A (Size threshold is less than lower marker end point),0
G6,SampG6,0.1283,107,1.0,1.9335,143,12.4086,54.0506,12.8077,N/A (Size threshold is less than lower marker end point),0
G6,SampG6,0.0645,130,0.5,0.8216,102,12.4086,54.0506,12.8077,N/A (Size threshold is less than lower marker end point),0
G6,SampG6,0.1150,175,0.9,1.1052,91,12.4086,54.0506,12.8077,N/A (Size threshold is less than lower marker end point),0
G6,SampG6,9.8987,447,79.8,36.6007,19731,12.4086,54.0506,12.8077,N/A (Size threshold is less than lower marker end point),0
G6,SampG6,0.5148,464,4.1,1.8098,544,12.4086,54.0506,12.8077,N/A (Size threshold is less than lower marker end point),0
G6,SampG6,0.3049,481,2.5,1.0365,351,12.4086,54.0506,12.8077,N/A (Size threshold is less than lower marker end point),0
G6,SampG6,0.6878,515,5.5,2.2061,595,12.4086,54.0506,12.8077,N/A (Size threshold is less than lower marker end point),0
G6,SampG6,0.2151,582,1.7,0.6102,204,12.4086,54.0506,12.8077,N/A (Size threshold is less than lower marker end point),0
G6,SampG6,0.0540,3323,0.4,0.0261,74,12.4086,54.0506,12.8077,N/A (Size threshold is less than lower marker end point),0
G6,SampG6,0.0473,3966,0.4,0.0192,69,12.4086,54.0506,12.8077,N/A (Size threshold is less than lower marker end point),0
G6,SampG6,0.5000,5000,,0.1649,21643,12.4086,54.0506,12.8077,N/A (Size threshold is less than lower marker end point),0
G7,SampG7,2.0745,35,,99.6905,9518,137.9698,517.3300,139.8923,N/A (Size threshold is less than lower marker end point),0
G7,SampG7,0.3350,75,0.2,7.3284,82,137.9698,517.3300,139.8923,N/A (Size threshold is less than lower marker end point),0
G7,SampG7,122.6067,443,88.9,459.5340,34437,137.9698,517.3300,139.8923,N/A (Size threshold is less than lower marker end point),0
G7,SampG7,11.7312,466,8.5,40.3835,993,137.9698,517.3300,139.8923,N/A (Size threshold is less than lower marker end point),0
G7,SampG7,3.2969,525,2.4,10.0841,322,137.9698,517.3300,139.8923,N/A (Size threshold is less than lower marker end point),0
G7,SampG7,0.5000,5000,,0.1652,3902,137.9698,517.3300,139.8923,N/A (Size threshold is less than lower marker end point),0
G8,SampG8,2.2222,35,,106.7886,9625,170.1324,646.2087,172.0152,N/A (Size threshold is less than lower marker end point),0
G8,SampG8,0.5424,100,0.3,8.7326,79,170.1324,646.2087,172.0152,N/A (Size threshold is less than lower marker end point),0
G8,SampG8,158.8590,438,93.4,599.5033,47339,170.1324,646.2087,172.0152,N/A (Size threshold is less than lower marker end point),0
G8,SampG8,10.7311,456,6.3,37.9728,1342,170.1324,646.2087,172.0152,N/A (Size threshold is less than lower marker end point),0
G8,SampG8,0.5000,5000,,0.1653,3773,170.1324,646.2087,172.0152,N/A (Size threshold is less than lower marker end point),0
G9,SampG9,0.6551,35,,30.5881,13530,27.1515,106.4238,27.5638,N/A (Size threshold is less than lower marker end point),0
G9,SampG9,0.0642,69,0.2,1.5269,62,27.1515,106.4238,27.5638,N/A (Size threshold is less than lower marker end point),0
G9,SampG9,0.0815,76,0.3,1.7142,66,27.1515,106.4238,27.5638,N/A (Size threshold is less than lower marker end point),0
G9,SampG9,25.4513,433,93.7,97.8425,33551,27.1515,106.4238,27.5638,N/A (Size threshold is less than lower marker end point),0
G9,SampG9,1.4412,458,5.3,5.0998,603,27.1515,106.4238,27.5638,N/A (Size threshold is less than lower marker end point),0
G9,SampG9,0.0700,526,0.3,0.2191,71,27.1515,106.4238,27.5638,N/A (Size threshold is less than lower marker end point),0
G9,SampG9,0.0433,3277,0.2,0.0213,52,27.1515,106.4238,27.5638,N/A (Size threshold is less than lower marker end point),0
G9,SampG9,0.5000,5000,,0.1652,16526,27.1515,106.4238,27.5638,N/A (Size threshold is less than lower marker end point),0
G10,SampG10,0.5892,35,,28.3142,16933,8.9069,40.4102,9.0901,N/A (Size threshold is less than lower marker end point),0
G10,SampG10,0.0600,65,0.7,1.5383,161,8.9069,40.4102,9.0901,N/A (Size threshold is less than lower marker end point),0
G10,SampG10,0.0790,84,0.9,1.5622,129,8.9069,40.4102,9.0901,N/A (Size threshold is less than lower marker end point),0
G10,SampG10,0.1053,118,1.2,1.5040,154,8.9069,40.4102,9.0901,N/A (Size threshold is less than lower marker end point),0
G10,SampG10,8.0809,397,90.7,33.8303,16788,8.9069,40.4102,9.0901,N/A (Size threshold is less than lower marker end point),0
G10,SampG10,0.3319,427,3.7,1.2729,233,8.9069,40.4102,9.0901,N/A (Size threshold is less than lower marker end point),0
G10,SampG10,0.1873,452,2.1,0.6743,152,8.9069,40.4102,9.0901,N/A (Size threshold is less than lower marker end point),0
G10,SampG10,0.0272,3300,0.3,0.0137,69,8.9069,40.4102,9.0901,N/A (Size threshold is less than lower marker end point),0
G10,SampG10,0.0353,3943,0.4,0.0146,67,8.9069,40.4102,9.0901,N/A (Size threshold is less than lower marker end point),0
G10,SampG10,0.5000,5000,,0.1651,22846,8.9069,40.4102,9.0901,N/A (Size threshold is less than lower marker end point),0
G11,SampG11,0.6072,35,,28.3518,13001,28.6243,103.6801,29.0600,N/A (Size threshold is less than lower marker end point),0
G11,SampG11,0.0620,388,0.2,0.2641,62,28.6243,103.6801,29.0600,N/A (Size threshold is less than lower marker end point),0
G11,SampG11,27.3914,455,95.7,99.7130,38254,28.6243,103.6801,29.0600,N/A (Size threshold is less than lower marker end point),0
G11,SampG11,0.7095,495,2.5,2.3073,619,28.6243,103.6801,29.0600,N/A (Size threshold is less than lower marker end point),0
G11,SampG11,0.4614,536,1.6,1.3957,272,28.6243,103.6801,29.0600,N/A (Size threshold is less than lower marker end point),0
G11,SampG11,0.5000,5000,,0.1654,17139,28.6243,103.6801,29.0600,N/A (Size threshold is less than lower marker end point),0
G12,SampG12,0.6063,35,,28.3112,14275,27.2870,118.8582,27.6501,N/A (Size threshold is less than lower marker end point),0
G12,SampG12,0.1709,45,0.6,6.0827,118,27.2870,118.8582,27.6501,N/A (Size threshold is less than lower marker end point),0
G12,SampG12,0.0435,65,0.2,1.1148,87,27.2870,118.8582,27.6501,N/A (Size threshold is less than lower marker end point),0
G12,SampG12,25.2606,399,92.6,105.2170,38477,27.2870,118.8582,27.6501,N/A (Size threshold is less than lower marker end point),0
G12,SampG12,0.8770,431,3.2,3.3404,524,27.2870,118.8582,27.6501,N/A (Size threshold is less than lower marker end point),0
G12,SampG12,0.7343,449,2.7,2.6495,433,27.2870,118.8582,27.6501,N/A (Size threshold is less than lower marker end point),0
G12,SampG12,0.1270,486,0.5,0.4212,79,27.2870,118.8582,27.6501,N/A (Size threshold is less than lower marker end point),0
G12,SampG12,0.0259,3277,0.1,0.0130,51,27.2870,118.8582,27.6501,N/A (Size threshold is less than lower marker end point),0
G12,SampG12,0.0478,3943,0.2,0.0195,61,27.2870,118.8582,27.6501,N/A (Size threshold is less than lower marker end point),0
G12,SampG12,0.5000,5000,,0.1647,18460,27.2870,118.8582,27.6501,N/A (Size threshold is less than lower marker end point),0
H1,SampH1,0.0927,35,,4.4527,1163,10.3827,225.0030,10.6665,N/A (Size threshold is less than lower marker end point),0
H1,SampH1,0.9861,52,9.5,31.6727,1117,10.3827,225.0030,10.6665,N/A (Size threshold is less than lower marker end point),0
H1,SampH1,6.8066,63,65.6,179.9897,15656,10.3827,225.0030,10.6665,N/A (Size threshold is less than lower marker end point),0
H1,SampH1,0.1614,96,1.6,2.6240,76,10.3827,225.0030,10.6665,N/A (Size threshold is less than lower marker end point),0
H1,SampH1,0.2706,143,2.6,3.0461,143,10.3827,225.0030,10.6665,N/A (Size threshold is less than lower marker end point),0
H1,SampH1,0.0670,414,0.6,0.2689,90,10.3827,225.0030,10.6665,N/A (Size threshold is less than lower marker end point),0
H1,SampH1,1.9196,458,18.5,7.0033,2933,10.3827,225.0030,10.6665,N/A (Size threshold is less than lower marker end point),0
H1,SampH1,0.1098,480,1.1,0.3709,63,10.3827,225.0030,10.6665,N/A (Size threshold is less than lower marker end point),0
H1,SampH1,0.0255,3346,0.2,0.0126,57,10.3827,225.0030,10.6665,N/A (Size threshold is less than lower marker end point),0
H1,SampH1,0.0361,3966,0.3,0.0148,58,10.3827,225.0030,10.6665,N/A (Size threshold is less than lower marker end point),0
H1,SampH1,0.5000,5000,,0.1652,20080,10.3827,225.0030,10.6665,N/A (Size threshold is less than lower marker end point),0
H2,SampH2,0.5572,35,,26.0161,16619,22.7949,90.2669,22.9949,N/A (Size threshold is less than lower marker end point),0
H2,SampH2,0.0269,58,0.1,0.7597,62,22.7949,90.2669,22.9949,N/A (Size threshold is less than lower marker end point),0
H2,SampH2,0.1022,77,0.4,2.1503,93,22.7949,90.2669,22.9949,N/A (Size threshold is less than lower marker end point),0
H2,SampH2,0.1086,94,0.5,1.9167,126,22.7949,90.2669,22.9949,N/A (Size threshold is less than lower marker end point),0
H2,SampH2,0.2068,103,0.9,3.2655,178,22.7949,90.2669,22.9949,N/A (Size threshold is less than lower marker end point),0
H2,SampH2,0.2509,274,1.1,1.5006,136,22.7949,90.2669,22.9949,N/A (Size threshold is less than lower marker end point),0
H2,SampH2,17.6710,442,77.5,66.0811,34351,22.7949,90.2669,22.9949,N/A (Size threshold is less than lower marker end point),0
H2,SampH2,1.2640,460,5.5,4.4825,1370,22.7949,90.2669,22.9949,N/A (Size threshold is less than lower marker end point),0
H2,SampH2,3.0581,495,13.4,10.0643,1220,22.7949,90.2669,22.9949,N/A (Size threshold is less than lower marker end point),0
H2,SampH2,0.0401,3300,0.2,0.0202,77,22.7949,90.2669,22.9949,N/A (Size threshold is less than lower marker end point),0
H2,SampH2,0.0663,3943,0.3,0.0260,72,22.7949,90.2669,22.9949,N/A (Size threshold is less than lower marker end point),0
H2,SampH2,0.5000,5000,,0.1649,21699,22.7949,90.2669,22.9949,N/A (Size threshold is less than lower marker end point),0
H3,SampH3,0.5669,35,,26.4704,16619,23.1310,95.8711,23.3462,N/A (Size threshold is less than lower marker end point),0
H3,SampH3,0.0959,44,0.4,3.6492,133,23.1310,95.8711,23.3462,N/A (Size threshold is less than lower marker end point),0
H3,SampH3,0.2182,68,0.9,5.7707,113,23.1310,95.8711,23.3462,N/A (Size threshold is less than lower marker end point),0
H3,SampH3,0.1288,76,0.6,2.8168,225,23.1310,95.8711,23.3462,N/A (Size threshold is less than lower marker end point),0
H3,SampH3,20.8659,446,90.2,77.8518,37402,23.1310,95.8711,23.3462,N/A (Size threshold is less than lower marker end point),0
H3,SampH3,1.3934,468,6.0,4.7868,710,23.1310,95.8711,23.3462,N/A (Size threshold is less than lower marker end point),0
H3,SampH3,0.0819,527,0.4,0.2562,130,23.1310,95.8711,23.3462,N/A (Size threshold is less than lower marker end point),0
H3,SampH3,0.2084,542,0.9,0.6214,181,23.1310,95.8711,23.3462,N/A (Size threshold is less than lower marker end point),0
H3,SampH3,0.0233,577,0.1,0.0652,65,23.1310,95.8711,23.3462,N/A (Size threshold is less than lower marker end point),0
H3,SampH3,0.0691,3300,0.3,0.0340,89,23.1310,95.8711,23.3462,N/A (Size threshold is less than lower marker end point),0
H3,SampH3,0.0459,3943,0.2,0.0190,70,23.1310,95.8711,23.3462,N/A (Size threshold is less than lower marker end point),0
H3,SampH3,0.5000,5000,,0.1651,21410,23.1310,95.8711,23.3462,N/A (Size threshold is less than lower marker end point),0
H4,SampH4,0.5044,35,,24.2379,13820,20.0261,87.5371,20.2760,N/A (Size threshold is less than lower marker end point),0
H4,SampH4,0.1034,63,0.5,2.6899,209,20.0261,87.5371,20.2760,N/A (Size threshold is less than lower marker end point),0
H4,SampH4,0.1264,73,0.6,2.8409,188,20.0261,87.5371,20.2760,N/A (Size threshold is less than lower marker end point),0
H4,SampH4,18.5311,398,92.5,77.3827,32334,20.0261,87.5371,20.2760,N/A (Size threshold is less than lower marker end point),0
H4,SampH4,0.7100,423,3.5,2.7357,491,20.0261,87.5371,20.2760,N/A (Size threshold is less than lower marker end point),0
H4,SampH4,0.5113,451,2.6,1.8694,358,20.0261,87.5371,20.2760,N/A (Size threshold is less than lower marker end point),0
H4,SampH4,0.0200,3300,0.1,0.0101,50,20.0261,87.5371,20.2760,N/A (Size threshold is less than lower marker end point),0
H4,SampH4,0.0240,4632,0.1,0.0086,63,20.0261,87.5371,20.2760,N/A (Size threshold is less than lower marker end point),0
H4,SampH4,0.5000,5000,,0.1648,20303,20.0261,87.5371,20.2760,N/A (Size threshold is less than lower marker end point),0
H5,SampH5,0.0746,35,,3.5859,993,7.5298,199.0082,7.9188,N/A (Size threshold is less than lower marker end point),0
H5,SampH5,0.7515,54,10.0,23.6757,424,7.5298,199.0082,7.9188,N/A (Size threshold is less than lower marker end point),0
H5,SampH5,6.5623,62,87.2,173.5282,16629,7.5298,199.0082,7.9188,N/A (Size threshold is less than lower marker end point),0
H5,SampH5,0.1310,131,1.7,1.6434,249,7.5298,199.0082,7.9188,N/A (Size threshold is less than lower marker end point),0
H5,SampH5,0.0359,425,0.5,0.1390,76,7.5298,199.0082,7.9188,N/A (Size threshold is less than lower marker end point),0
H5,SampH5,0.0209,3369,0.3,0.0103,59,7.5298,199.0082,7.9188,N/A (Size threshold is less than lower marker end point),0
H5,SampH5,0.0282,3989,0.4,0.0116,56,7.5298,199.0082,7.9188,N/A (Size threshold is less than lower marker end point),0
H5,SampH5,0.5000,5000,,0.1648,21830,7.5298,199.0082,7.9188,N/A (Size threshold is less than lower marker end point),0
H6,SampH6,0.5513,35,,25.7437,17096,6.6259,38.2639,6.9135,N/A (Size threshold is less than lower marker end point),0
H6,SampH6,0.2216,47,3.3,7.7193,349,6.6259,38.2639,6.9135,N/A (Size threshold is less than lower marker end point),0
H6,SampH6,0.1027,67,1.6,2.5145,242,6.6259,38.2639,6.9135,N/A (Size threshold is less than lower marker end point),0
H6,SampH6,0.0974,73,1.5,2.2199,179,6.6259,38.2639,6.9135,N/A (Size threshold is less than lower marker end point),0
H6,SampH6,5.6712,394,85.6,23.9859,10101,6.6259,38.2639,6.9135,N/A (Size threshold is less than lower marker end point),0
H6,SampH6,0.2477,426,3.7,0.9545,182,6.6259,38.2639,6.9135,N/A (Size threshold is less than lower marker end point),0
H6,SampH6,0.2305,447,3.5,0.8449,172,6.6259,38.2639,6.9135,N/A (Size threshold is less than lower marker end point),0
H6,SampH6,0.0259,3300,0.4,0.0130,60,6.6259,38.2639,6.9135,N/A (Size threshold is less than lower marker end point),0
H6,SampH6,0.0288,3943,0.4,0.0119,61,6.6259,38.2639,6.9135,N/A (Size threshold is less than lower marker end point),0
H6,SampH6,0.5000,5000,,0.1646,22492,6.6259,38.2639,6.9135,N/A (Size threshold is less than lower marker end point),0
H7,SampH7,0.0936,35,,4.3724,1012,9.2961,240.2318,9.5673,N/A (Size threshold is less than lower marker end point),0
H7,SampH7,1.0145,55,10.9,31.9615,427,9.2961,240.2318,9.5673,N/A (Size threshold is less than lower marker end point),0
H7,SampH7,7.6656,62,82.5,202.7039,13593,9.2961,240.2318,9.5673,N/A (Size threshold is less than lower marker end point),0
H7,SampH7,0.1911,121,2.1,2.6606,65,9.2961,240.2318,9.5673,N/A (Size threshold is less than lower marker end point),0
H7,SampH7,0.0679,131,0.7,0.8515,55,9.2961,240.2318,9.5673,N/A (Size threshold is less than lower marker end point),0
H7,SampH7,0.1091,141,1.2,1.2451,58,9.2961,240.2318,9.5673,N/A (Size threshold is less than lower marker end point),0
H7,SampH7,0.0945,424,1.0,0.3650,51,9.2961,240.2318,9.5673,N/A (Size threshold is less than lower marker end point),0
H7,SampH7,0.1210,460,1.3,0.4281,53,9.2961,240.2318,9.5673,N/A (Size threshold is less than lower marker end point),0
H7,SampH7,0.0324,3346,0.3,0.0162,52,9.2961,240.2318,9.5673,N/A (Size threshold is less than lower marker end point),0
H7,SampH7,0.5000,5000,,0.1648,16495,9.2961,240.2318,9.5673,N/A (Size threshold is less than lower marker end point),0
H8,SampH8,0.0660,35,,3.2670,1061,13.8310,274.7090,14.1165,N/A (Size threshold is less than lower marker end point),0
H8,SampH8,6.2394,43,45.1,243.0734,16180,13.8310,274.7090,14.1165,N/A (Size threshold is less than lower marker end point),0
H8,SampH8,0.0329,71,0.2,0.7608,86,13.8310,274.7090,14.1165,N/A (Size threshold is less than lower marker end point),0
H8,SampH8,6.9434,402,50.2,28.7756,13653,13.8310,274.7090,14.1165,N/A (Size threshold is less than lower marker end point),0
H8,SampH8,0.2272,437,1.6,0.8672,198,13.8310,274.7090,14.1165,N/A (Size threshold is less than lower marker end point),0
H8,SampH8,0.3314,454,2.4,1.2064,236,13.8310,274.7090,14.1165,N/A (Size threshold is less than lower marker end point),0
H8,SampH8,0.0258,3323,0.2,0.0129,63,13.8310,274.7090,14.1165,N/A (Size threshold is less than lower marker end point),0
H8,SampH8,0.0309,3943,0.2,0.0127,60,13.8310,274.7090,14.1165,N/A (Size threshold is less than lower marker end point),0
H8,SampH8,0.5000,5000,,0.1648,22037,13.8310,274.7090,14.1165,N/A (Size threshold is less than lower marker end point),0
H9,SampH9,0.5152,35,,24.0571,17486,16.5056,67.6328,16.7017,N/A (Size threshold is less than lower marker end point),0
H9,SampH9,0.1777,67,1.1,4.1642,102,16.5056,67.6328,16.7017,N/A (Size threshold is less than lower marker end point),0
H9,SampH9,14.5963,422,88.4,57.5918,28406,16.5056,67.6328,16.7017,N/A (Size threshold is less than lower marker end point),0
H9,SampH9,1.5415,448,9.3,5.4431,677,16.5056,67.6328,16.7017,N/A (Size threshold is less than lower marker end point),0
H9,SampH9,0.0874,519,0.5,0.2702,141,16.5056,67.6328,16.7017,N/A (Size threshold is less than lower marker end point),0
H9,SampH9,0.0481,569,0.3,0.1393,56,16.5056,67.6328,16.7017,N/A (Size threshold is less than lower marker end point),0
H9,SampH9,0.0219,3323,0.1,0.0109,70,16.5056,67.6328,16.7017,N/A (Size threshold is less than lower marker end point),0
H9,SampH9,0.0328,3989,0.2,0.0133,62,16.5056,67.6328,16.7017,N/A (Size threshold is less than lower marker end point),0
H9,SampH9,0.5000,5000,,0.1646,24262,16.5056,67.6328,16.7017,N/A (Size threshold is less than lower marker end point),0
H10,SampH10,0.5234,35,,25.1527,16483,15.5638,71.3403,15.8793,N/A (Size threshold is less than lower marker end point),0
H10,SampH10,0.1013,64,0.7,2.6794,188,15.5638,71.3403,15.8793,N/A (Size threshold is less than lower marker end point),0
H10,SampH10,0.2336,73,1.5,5.1794,282,15.5638,71.3403,15.8793,N/A (Size threshold is less than lower marker end point),0
H10,SampH10,14.1732,396,91.1,59.6388,26657,15.5638,71.3403,15.8793,N/A (Size threshold is less than lower marker end point),0
H10,SampH10,1.0105,424,6.5,3.8220,504,15.5638,71.3403,15.8793,N/A (Size threshold is less than lower marker end point),0
H10,SampH10,0.0206,3300,0.1,0.0104,58,15.5638,71.3403,15.8793,N/A (Size threshold is less than lower marker end point),0
H10,SampH10,0.0245,3943,0.2,0.0102,70,15.5638,71.3403,15.8793,N/A (Size threshold is less than lower marker end point),0
H10,SampH10,0.5000,5000,,0.1652,22551,15.5638,71.3403,15.8793,N/A (Size threshold is less than lower marker end point),0
H11,SampH11,0.6488,35,,30.2946,11885,32.0759,118.5766,32.3043,N/A (Size threshold is less than lower marker end point),0
H11,SampH11,0.0701,62,0.2,1.8829,75,32.0759,118.5766,32.3043,N/A (Size threshold is less than lower marker end point),0
H11,SampH11,0.1170,76,0.4,2.4925,75,32.0759,118.5766,32.3043,N/A (Size threshold is less than lower marker end point),0
H11,SampH11,29.3150,453,91.4,107.4279,28546,32.0759,118.5766,32.3043,N/A (Size threshold is less than lower marker end point),0
H11,SampH11,0.5711,502,1.8,1.8647,471,32.0759,118.5766,32.3043,N/A (Size threshold is less than lower marker end point),0
H11,SampH11,1.2512,526,3.9,3.9068,1090,32.0759,118.5766,32.3043,N/A (Size threshold is less than lower marker end point),0
H11,SampH11,0.1181,557,0.4,0.3484,175,32.0759,118.5766,32.3043,N/A (Size threshold is less than lower marker end point),0
H11,SampH11,0.0762,579,0.2,0.2107,98,32.0759,118.5766,32.3043,N/A (Size threshold is less than lower marker end point),0
H11,SampH11,0.0538,1616,0.2,0.0579,65,32.0759,118.5766,32.3043,N/A (Size threshold is less than lower marker end point),0
H11,SampH11,0.2877,2037,0.9,0.2478,125,32.0759,118.5766,32.3043,N/A (Size threshold is less than lower marker end point),0
H11,SampH11,0.2157,2358,0.7,0.1369,97,32.0759,118.5766,32.3043,N/A (Size threshold is less than lower marker end point),0
H11,SampH11,0.5000,5000,,0.1647,15167,32.0759,118.5766,32.3043,N/A (Size threshold is less than lower marker end point),0
H12,SampH12,0.6123,35,,28.5908,13805,35.4552,138.8875,35.6875,N/A (Size threshold is less than lower marker end point),0
H12,SampH12,0.0469,63,0.1,1.2400,71,35.4552,138.8875,35.6875,N/A (Size threshold is less than lower marker end point),0
H12,SampH12,0.1120,67,0.3,2.6612,129,35.4552,138.8875,35.6875,N/A (Size threshold is less than lower marker end point),0
H12,SampH12,0.1045,99,0.3,1.7156,100,35.4552,138.8875,35.6875,N/A (Size threshold is less than lower marker end point),0
H12,SampH12,30.5449,431,86.2,117.1502,37074,35.4552,138.8875,35.6875,N/A (Size threshold is less than lower marker end point),0
H12,SampH12,4.0695,448,11.5,14.5567,2257,35.4552,138.8875,35.6875,N/A (Size threshold is less than lower marker end point),0
H12,SampH12,0.4785,507,1.3,1.5201,224,35.4552,138.8875,35.6875,N/A (Size threshold is less than lower marker end point),0
H12,SampH12,0.0378,3300,0.1,0.0189,67,35.4552,138.8875,35.6875,N/A (Size threshold is less than lower marker end point),0
H12,SampH12,0.0612,3943,0.2,0.0247,57,35.4552,138.8875,35.6875,N/A (Size threshold is less than lower marker end point),0
H12,SampH12,0.5000,5000,,0.1649,17239,35.4552,138.8875,35.6875,N/A (Size threshold is less than lower marker end point),0
