Well,Sample ID,ng/ul,Size (bp),% (Conc.) (ng/uL),nmole/L,RFU,TIC (ng/ul),TIM (nmole/L),Total Conc. (ng/ul),DQN,Threshold
A11,SampA11,0.5000,5000,,0.1653,22850,30.9553,257.3401,31.1756,N/A (Size threshold is less than lower marker end point),0
A12,SampA12,0.0329,35,,1.5340,590,44.6143,349.4984,44.8968,N/A (Size threshold is less than lower marker end point),0
A12,SampA12,0.1058,47,0.2,3.7653,129,44.6143,349.4984,44.8968,N/A (Size threshold is less than lower marker end point),0
A12,SampA12,7.4297,63,16.7,193.3615,15129,44.6143,349.4984,44.8968,N/A (Size threshold is less than lower marker end point),0
A12,SampA12,0.2960,73,0.7,6.6528,273,44.6143,349.4984,44.8968,N/A (Size threshold is less than lower marker end point),0
A12,SampA12,0.1134,111,0.3,1.7086,100,44.6143,349.4984,44.8968,N/A (Size threshold is less than lower marker end point),0
A12,SampA12,1.3896,123,3.1,18.5609,1302,44.6143,349.4984,44.8968,N/A (Size threshold is less than lower marker end point),0
A12,SampA12,0.1465,412,0.3,0.5951,82,44.6143,349.4984,44.8968,N/A (Size threshold is less than lower marker end point),0
A12,SampA12,28.9284,459,64.8,104.3849,36012,44.6143,349.4984,44.8968,N/A (Size threshold is less than lower marker end point),0
A12,SampA12,2.1297,475,4.8,7.3467,2462,44.6143,349.4984,44.8968,N/A (Size threshold is less than lower marker end point),0
A12,SampA12,4.0751,511,9.1,13.1227,1916,44.6143,349.4984,44.8968,N/A (Size threshold is less than lower marker end point),0
A12,SampA12,0.5000,5000,,0.1653,18051,44.6143,349.4984,44.8968,N/A (Size threshold is less than lower marker end point),0
B1,SampB1,0.0292,35,,1.3613,555,40.3153,314.1035,40.4096,N/A (Size threshold is less than lower marker end point),0
B1,SampB1,7.2894,63,18.1,189.7098,14048,40.3153,314.1035,40.4096,N/A (Size threshold is less than lower marker end point),0
B1,SampB1,0.1749,86,0.4,3.2256,87,40.3153,314.1035,40.4096,N/A (Size threshold is less than lower marker end point),0
B1,SampB1,0.0723,103,0.2,1.1529,81,40.3153,314.1035,40.4096,N/A (Size threshold is less than lower marker end point),0
B1,SampB1,5.0492,434,12.5,19.3205,6226,40.3153,314.1035,40.4096,N/A (Size threshold is less than lower marker end point),0
B1,SampB1,25.4246,448,63.1,93.3790,30848,40.3153,314.1035,40.4096,N/A (Size threshold is less than lower marker end point),0
B1,SampB1,2.1008,517,5.2,6.7125,1723,40.3153,314.1035,40.4096,N/A (Size threshold is less than lower marker end point),0
B1,SampB1,0.1565,554,0.4,0.4675,248,40.3153,314.1035,40.4096,N/A (Size threshold is less than lower marker end point),0
B1,SampB1,0.0475,571,0.1,0.1358,82,40.3153,314.1035,40.4096,N/A (Size threshold is less than lower marker end point),0
B1,SampB1,0.5000,5000,,0.1649,17360,40.3153,314.1035,40.4096,N/A (Size threshold is less than lower marker end point),0
B2,SampB2,0.0328,35,,1.5328,686,25.5290,252.1763,25.9829,N/A (Size threshold is less than lower marker end point),0
B2,SampB2,0.1128,46,0.4,3.7711,76,25.5290,252.1763,25.9829,N/A (Size threshold is less than lower marker end point),0
B2,SampB2,7.0061,63,27.4,182.3354,14949,25.5290,252.1763,25.9829,N/A (Size threshold is less than lower marker end point),0
B2,SampB2,0.3526,250,1.4,2.3865,112,25.5290,252.1763,25.9829,N/A (Size threshold is less than lower marker end point),0
B2,SampB2,0.3818,266,1.5,2.3431,289,25.5290,252.1763,25.9829,N/A (Size threshold is less than lower marker end point),0
B2,SampB2,8.3018,426,32.5,32.2915,10196,25.5290,252.1763,25.9829,N/A (Size threshold is less than lower marker end point),0
B2,SampB2,2.3875,439,9.4,8.8082,1510,25.5290,252.1763,25.9829,N/A (Size threshold is less than lower marker end point),0
B2,SampB2,0.3923,475,1.5,1.3677,514,25.5290,252.1763,25.9829,N/A (Size threshold is less than lower marker end point),0
B2,SampB2,0.2967,483,1.2,1.0087,347,25.5290,252.1763,25.9829,N/A (Size threshold is less than lower marker end point),0
B2,SampB2,0.0359,500,0.1,0.1182,64,25.5290,252.1763,25.9829,N/A (Size threshold is less than lower marker end point),0
B2,SampB2,4.7828,570,18.7,13.9798,3125,25.5290,252.1763,25.9829,N/A (Size threshold is less than lower marker end point),0
B2,SampB2,1.0926,646,4.3,2.8051,1339,25.5290,252.1763,25.9829,N/A (Size threshold is less than lower marker end point),0
B2,SampB2,0.3860,661,1.5,0.9610,944,25.5290,252.1763,25.9829,N/A (Size threshold is less than lower marker end point),0
B2,SampB2,0.5000,5000,,0.1651,19047,25.5290,252.1763,25.9829,N/A (Size threshold is less than lower marker end point),0
B3,SampB3,0.0307,35,,1.4758,631,31.4500,283.3355,31.6650,N/A (Size threshold is less than lower marker end point),0
B3,SampB3,7.1028,63,22.6,184.8522,14406,31.4500,283.3355,31.6650,N/A (Size threshold is less than lower marker end point),0
B3,SampB3,1.8317,333,5.8,9.1587,1867,31.4500,283.3355,31.6650,N/A (Size threshold is less than lower marker end point),0
B3,SampB3,9.1176,349,29.0,43.2267,12249,31.4500,283.3355,31.6650,N/A (Size threshold is less than lower marker end point),0
B3,SampB3,0.4408,376,1.4,1.8934,248,31.4500,283.3355,31.6650,N/A (Size threshold is less than lower marker end point),0
B3,SampB3,0.0564,413,0.2,0.2260,69,31.4500,283.3355,31.6650,N/A (Size threshold is less than lower marker end point),0
B3,SampB3,8.8751,464,28.2,31.5409,9235,31.4500,283.3355,31.6650,N/A (Size threshold is less than lower marker end point),0
B3,SampB3,1.7234,518,5.5,5.5388,1383,31.4500,283.3355,31.6650,N/A (Size threshold is less than lower marker end point),0
B3,SampB3,2.0932,534,6.7,6.4623,2298,31.4500,283.3355,31.6650,N/A (Size threshold is less than lower marker end point),0
B3,SampB3,0.1592,790,0.5,0.3391,101,31.4500,283.3355,31.6650,N/A (Size threshold is less than lower marker end point),0
B3,SampB3,0.0498,832,0.2,0.0973,65,31.4500,283.3355,31.6650,N/A (Size threshold is less than lower marker end point),0
B3,SampB3,0.5000,5000,,0.1651,18341,31.4500,283.3355,31.6650,N/A (Size threshold is less than lower marker end point),0
B4,SampB4,0.6108,35,,29.3542,12901,29.1680,123.4896,29.5119,N/A (Size threshold is less than lower marker end point),0
B4,SampB4,0.1141,73,0.4,2.6005,138,29.1680,123.4896,29.5119,N/A (Size threshold is less than lower marker end point),0
B4,SampB4,0.4378,213,1.5,3.3801,82,29.1680,123.4896,29.5119,N/A (Size threshold is less than lower marker end point),0
B4,SampB4,27.3295,396,93.7,113.8346,29148,29.1680,123.4896,29.5119,N/A (Size threshold is less than lower marker end point),0
B4,SampB4,0.3397,529,1.2,1.0548,211,29.1680,123.4896,29.5119,N/A (Size threshold is less than lower marker end point),0
B4,SampB4,0.4209,567,1.4,1.2347,298,29.1680,123.4896,29.5119,N/A (Size threshold is less than lower marker end point),0
B4,SampB4,0.3768,613,1.3,1.0150,441,29.1680,123.4896,29.5119,N/A (Size threshold is less than lower marker end point),0
B4,SampB4,0.1491,665,0.5,0.3700,94,29.1680,123.4896,29.5119,N/A (Size threshold is less than lower marker end point),0
B4,SampB4,0.5000,5000,,0.1651,15701,29.1680,123.4896,29.5119,N/A (Size threshold is less than lower marker end point),0
B5,SampB5,0.0572,35,,2.6719,989,19.3301,241.4071,19.4536,N/A (Size threshold is less than lower marker end point),0
B5,SampB5,0.7171,53,3.7,23.0332,492,19.3301,241.4071,19.4536,N/A (Size threshold is less than lower marker end point),0
B5,SampB5,6.5179,63,33.7,169.6300,15434,19.3301,241.4071,19.4536,N/A (Size threshold is less than lower marker end point),0
B5,SampB5,0.1628,91,0.8,2.9689,113,19.3301,241.4071,19.4536,N/A (Size threshold is less than lower marker end point),0
B5,SampB5,0.0820,102,0.4,1.3195,142,19.3301,241.4071,19.4536,N/A (Size threshold is less than lower marker end point),0
B5,SampB5,0.0954,142,0.5,1.0961,80,19.3301,241.4071,19.4536,N/A (Size threshold is less than lower marker end point),0
B5,SampB5,0.0630,194,0.3,0.5343,52,19.3301,241.4071,19.4536,N/A (Size threshold is less than lower marker end point),0
B5,SampB5,0.0534,205,0.3,0.4283,71,19.3301,241.4071,19.4536,N/A (Size threshold is less than lower marker end point),0
B5,SampB5,0.0291,413,0.2,0.1165,63,19.3301,241.4071,19.4536,N/A (Size threshold is less than lower marker end point),0
B5,SampB5,1.9784,441,10.2,7.4491,2846,19.3301,241.4071,19.4536,N/A (Size threshold is less than lower marker end point),0
B5,SampB5,9.0821,456,47.0,32.9885,18779,19.3301,241.4071,19.4536,N/A (Size threshold is less than lower marker end point),0
B5,SampB5,0.2026,480,1.0,0.6961,234,19.3301,241.4071,19.4536,N/A (Size threshold is less than lower marker end point),0
B5,SampB5,0.3464,488,1.8,1.1468,226,19.3301,241.4071,19.4536,N/A (Size threshold is less than lower marker end point),0
B5,SampB5,0.5000,5000,,0.1649,20957,19.3301,241.4071,19.4536,N/A (Size threshold is less than lower marker end point),0
B6,SampB6,0.0284,35,,1.3238,566,36.4304,302.9006,36.8866,N/A (Size threshold is less than lower marker end point),0
B6,SampB6,0.0774,46,0.2,2.6957,63,36.4304,302.9006,36.8866,N/A (Size threshold is less than lower marker end point),0
B6,SampB6,6.9237,63,19.0,180.1911,14322,36.4304,302.9006,36.8866,N/A (Size threshold is less than lower marker end point),0
B6,SampB6,0.1461,100,0.4,2.4240,200,36.4304,302.9006,36.8866,N/A (Size threshold is less than lower marker end point),0
B6,SampB6,0.2268,255,0.6,1.4405,63,36.4304,302.9006,36.8866,N/A (Size threshold is less than lower marker end point),0
B6,SampB6,28.9193,416,79.4,115.7703,34298,36.4304,302.9006,36.8866,N/A (Size threshold is less than lower marker end point),0
B6,SampB6,0.0985,586,0.3,0.2794,77,36.4304,302.9006,36.8866,N/A (Size threshold is less than lower marker end point),0
B6,SampB6,0.0386,636,0.1,0.0997,81,36.4304,302.9006,36.8866,N/A (Size threshold is less than lower marker end point),0
B6,SampB6,0.5000,5000,,0.1651,18343,36.4304,302.9006,36.8866,N/A (Size threshold is less than lower marker end point),0
B7,SampB7,0.0278,35,,1.2968,561,34.8334,272.9614,34.9353,N/A (Size threshold is less than lower marker end point),0
B7,SampB7,0.1201,52,0.3,4.0150,68,34.8334,272.9614,34.9353,N/A (Size threshold is less than lower marker end point),0
B7,SampB7,6.3670,63,18.3,165.7036,14444,34.8334,272.9614,34.9353,N/A (Size threshold is less than lower marker end point),0
B7,SampB7,0.0366,85,0.1,0.7150,52,34.8334,272.9614,34.9353,N/A (Size threshold is less than lower marker end point),0
B7,SampB7,0.0935,106,0.3,1.4759,69,34.8334,272.9614,34.9353,N/A (Size threshold is less than lower marker end point),0
B7,SampB7,0.0739,152,0.2,0.8202,68,34.8334,272.9614,34.9353,N/A (Size threshold is less than lower marker end point),0
B7,SampB7,0.0896,157,0.3,0.9378,110,34.8334,272.9614,34.9353,N/A (Size threshold is less than lower marker end point),0
B7,SampB7,0.0789,164,0.2,0.7857,87,34.8334,272.9614,34.9353,N/A (Size threshold is less than lower marker end point),0
B7,SampB7,23.8677,460,68.5,86.8854,25919,34.8334,272.9614,34.9353,N/A (Size threshold is less than lower marker end point),0
B7,SampB7,2.9363,501,8.4,9.6827,3031,34.8334,272.9614,34.9353,N/A (Size threshold is less than lower marker end point),0
B7,SampB7,0.4724,531,1.4,1.4423,511,34.8334,272.9614,34.9353,N/A (Size threshold is less than lower marker end point),0
B7,SampB7,0.4336,2001,1.2,0.3661,131,34.8334,272.9614,34.9353,N/A (Size threshold is less than lower marker end point),0
B7,SampB7,0.1042,3000,0.3,0.0593,104,34.8334,272.9614,34.9353,N/A (Size threshold is less than lower marker end point),0
B7,SampB7,0.1597,3251,0.5,0.0724,102,34.8334,272.9614,34.9353,N/A (Size threshold is less than lower marker end point),0
B7,SampB7,0.5000,5000,,0.1651,14816,34.8334,272.9614,34.9353,N/A (Size threshold is less than lower marker end point),0
B8,SampB8,0.0238,35,,1.1453,564,31.1297,265.2604,31.1654,N/A (Size threshold is less than lower marker end point),0
B8,SampB8,6.6492,63,21.4,173.0474,15397,31.1297,265.2604,31.1654,N/A (Size threshold is less than lower marker end point),0
B8,SampB8,0.0637,91,0.2,1.1619,88,31.1297,265.2604,31.1654,N/A (Size threshold is less than lower marker end point),0
