Well,Sample ID,ng/ul,Size (bp),% (Conc.) (ng/uL),nmole/L,RFU,TIC (ng/ul),TIM (nmole/L),Total Conc. (ng/ul),DQN,Threshold
B8,SampB8,0.1563,112,0.5,2.3336,157,31.1297,265.2604,31.1654,N/A (Size threshold is less than lower marker end point),0
B8,SampB8,15.5910,420,50.1,61.3696,20519,31.1297,265.2604,31.1654,N/A (Size threshold is less than lower marker end point),0
B8,SampB8,2.8369,440,9.1,10.5130,2352,31.1297,265.2604,31.1654,N/A (Size threshold is less than lower marker end point),0
B8,SampB8,1.0283,469,3.3,3.5923,704,31.1297,265.2604,31.1654,N/A (Size threshold is less than lower marker end point),0
B8,SampB8,0.1457,493,0.5,0.4832,158,31.1297,265.2604,31.1654,N/A (Size threshold is less than lower marker end point),0
B8,SampB8,3.2556,556,10.5,9.6012,2444,31.1297,265.2604,31.1654,N/A (Size threshold is less than lower marker end point),0
B8,SampB8,0.5975,638,1.9,1.5462,1108,31.1297,265.2604,31.1654,N/A (Size threshold is less than lower marker end point),0
B8,SampB8,0.6041,652,1.9,1.5202,955,31.1297,265.2604,31.1654,N/A (Size threshold is less than lower marker end point),0
B8,SampB8,0.0683,3274,0.2,0.0370,62,31.1297,265.2604,31.1654,N/A (Size threshold is less than lower marker end point),0
B8,SampB8,0.1331,3910,0.4,0.0549,75,31.1297,265.2604,31.1654,N/A (Size threshold is less than lower marker end point),0
B8,SampB8,0.5000,5000,,0.1650,20087,31.1297,265.2604,31.1654,N/A (Size threshold is less than lower marker end point),0
B9,SampB9,0.0318,35,,1.4849,616,31.4680,278.3175,31.7269,N/A (Size threshold is less than lower marker end point),0
B9,SampB9,0.2837,49,0.9,9.6788,152,31.4680,278.3175,31.7269,N/A (Size threshold is less than lower marker end point),0
B9,SampB9,6.8662,63,21.8,178.6962,14432,31.4680,278.3175,31.7269,N/A (Size threshold is less than lower marker end point),0
B9,SampB9,0.1410,88,0.4,2.6600,91,31.4680,278.3175,31.7269,N/A (Size threshold is less than lower marker end point),0
B9,SampB9,0.1178,97,0.4,2.0142,107,31.4680,278.3175,31.7269,N/A (Size threshold is less than lower marker end point),0
B9,SampB9,0.1117,103,0.4,1.7990,157,31.4680,278.3175,31.7269,N/A (Size threshold is less than lower marker end point),0
B9,SampB9,22.5725,474,71.7,79.0253,34625,31.4680,278.3175,31.7269,N/A (Size threshold is less than lower marker end point),0
B9,SampB9,1.2382,496,3.9,4.0426,749,31.4680,278.3175,31.7269,N/A (Size threshold is less than lower marker end point),0
B9,SampB9,0.0773,557,0.2,0.2301,71,31.4680,278.3175,31.7269,N/A (Size threshold is less than lower marker end point),0
B9,SampB9,0.0596,569,0.2,0.1713,64,31.4680,278.3175,31.7269,N/A (Size threshold is less than lower marker end point),0
B9,SampB9,0.5000,5000,,0.1651,19000,31.4680,278.3175,31.7269,N/A (Size threshold is less than lower marker end point),0
B10,SampB10,0.0298,35,,1.3899,508,34.7031,291.5983,35.1608,N/A (Size threshold is less than lower marker end point),0
B10,SampB10,0.1043,46,0.3,3.6331,71,34.7031,291.5983,35.1608,N/A (Size threshold is less than lower marker end point),0
B10,SampB10,6.8560,64,19.8,178.4292,12520,34.7031,291.5983,35.1608,N/A (Size threshold is less than lower marker end point),0
B10,SampB10,0.1275,100,0.4,2.1142,160,34.7031,291.5983,35.1608,N/A (Size threshold is less than lower marker end point),0
B10,SampB10,0.0608,184,0.2,0.5495,59,34.7031,291.5983,35.1608,N/A (Size threshold is less than lower marker end point),0
B10,SampB10,0.2791,270,0.8,1.7132,82,34.7031,291.5983,35.1608,N/A (Size threshold is less than lower marker end point),0
B10,SampB10,26.8915,427,77.5,104.1085,30466,34.7031,291.5983,35.1608,N/A (Size threshold is less than lower marker end point),0
B10,SampB10,0.3038,598,0.9,0.8474,211,34.7031,291.5983,35.1608,N/A (Size threshold is less than lower marker end point),0
B10,SampB10,0.0801,649,0.2,0.2034,124,34.7031,291.5983,35.1608,N/A (Size threshold is less than lower marker end point),0
B10,SampB10,0.5000,5000,,0.1646,16443,34.7031,291.5983,35.1608,N/A (Size threshold is less than lower marker end point),0
B11,SampB11,0.0256,35,,1.2325,546,19.7559,243.3819,19.9760,N/A (Size threshold is less than lower marker end point),0
B11,SampB11,0.2563,50,1.3,8.3959,139,19.7559,243.3819,19.9760,N/A (Size threshold is less than lower marker end point),0
B11,SampB11,6.2446,63,31.6,162.5172,14345,19.7559,243.3819,19.9760,N/A (Size threshold is less than lower marker end point),0
B11,SampB11,0.1333,90,0.7,2.4056,79,19.7559,243.3819,19.9760,N/A (Size threshold is less than lower marker end point),0
B11,SampB11,0.0492,103,0.2,0.7920,88,19.7559,243.3819,19.9760,N/A (Size threshold is less than lower marker end point),0
B11,SampB11,0.0541,137,0.3,0.6535,98,19.7559,243.3819,19.9760,N/A (Size threshold is less than lower marker end point),0
B11,SampB11,4.7108,209,23.8,37.9695,4355,19.7559,243.3819,19.9760,N/A (Size threshold is less than lower marker end point),0
B11,SampB11,0.1856,240,0.9,1.2260,68,19.7559,243.3819,19.9760,N/A (Size threshold is less than lower marker end point),0
B11,SampB11,0.0914,289,0.5,0.5220,116,19.7559,243.3819,19.9760,N/A (Size threshold is less than lower marker end point),0
B11,SampB11,0.2718,387,1.4,1.1705,305,19.7559,243.3819,19.9760,N/A (Size threshold is less than lower marker end point),0
B11,SampB11,0.7585,413,3.8,3.0587,887,19.7559,243.3819,19.9760,N/A (Size threshold is less than lower marker end point),0
B11,SampB11,2.2442,438,11.4,8.5081,3079,19.7559,243.3819,19.9760,N/A (Size threshold is less than lower marker end point),0
B11,SampB11,3.2777,452,16.6,11.9584,5779,19.7559,243.3819,19.9760,N/A (Size threshold is less than lower marker end point),0
B11,SampB11,0.5054,504,2.6,1.6534,813,19.7559,243.3819,19.9760,N/A (Size threshold is less than lower marker end point),0
B11,SampB11,0.3306,525,1.7,1.0381,692,19.7559,243.3819,19.9760,N/A (Size threshold is less than lower marker end point),0
B11,SampB11,0.3009,561,1.5,0.8874,455,19.7559,243.3819,19.9760,N/A (Size threshold is less than lower marker end point),0
B11,SampB11,0.0397,579,0.2,0.1128,78,19.7559,243.3819,19.9760,N/A (Size threshold is less than lower marker end point),0
B11,SampB11,0.1331,594,0.7,0.3651,110,19.7559,243.3819,19.9760,N/A (Size threshold is less than lower marker end point),0
B11,SampB11,0.1392,1770,0.7,0.1355,55,19.7559,243.3819,19.9760,N/A (Size threshold is less than lower marker end point),0
B11,SampB11,0.0295,4046,0.1,0.0121,54,19.7559,243.3819,19.9760,N/A (Size threshold is less than lower marker end point),0
B11,SampB11,0.5000,5000,,0.1648,20631,19.7559,243.3819,19.9760,N/A (Size threshold is less than lower marker end point),0
B12,SampB12,0.5851,35,,27.3203,13989,20.0640,90.3130,20.0575,N/A (Size threshold is less than lower marker end point),0
B12,SampB12,0.4276,71,2.1,9.7428,343,20.0640,90.3130,20.0575,N/A (Size threshold is less than lower marker end point),0
B12,SampB12,0.0802,85,0.4,1.5670,84,20.0640,90.3130,20.0575,N/A (Size threshold is less than lower marker end point),0
B12,SampB12,0.2474,98,1.2,4.1451,184,20.0640,90.3130,20.0575,N/A (Size threshold is less than lower marker end point),0
B12,SampB12,0.3999,120,2.0,5.4748,261,20.0640,90.3130,20.0575,N/A (Size threshold is less than lower marker end point),0
B12,SampB12,0.3230,270,1.6,1.9461,72,20.0640,90.3130,20.0575,N/A (Size threshold is less than lower marker end point),0
B12,SampB12,2.9309,429,14.6,11.3203,2224,20.0640,90.3130,20.0575,N/A (Size threshold is less than lower marker end point),0
B12,SampB12,12.7685,445,63.6,47.4248,18744,20.0640,90.3130,20.0575,N/A (Size threshold is less than lower marker end point),0
B12,SampB12,1.6314,459,8.1,5.8357,2487,20.0640,90.3130,20.0575,N/A (Size threshold is less than lower marker end point),0
B12,SampB12,0.0734,488,0.4,0.2484,93,20.0640,90.3130,20.0575,N/A (Size threshold is less than lower marker end point),0
B12,SampB12,0.7474,513,3.7,2.3742,374,20.0640,90.3130,20.0575,N/A (Size threshold is less than lower marker end point),0
B12,SampB12,0.3683,2797,1.8,0.2061,123,20.0640,90.3130,20.0575,N/A (Size threshold is less than lower marker end point),0
B12,SampB12,0.0660,3796,0.3,0.0276,86,20.0640,90.3130,20.0575,N/A (Size threshold is less than lower marker end point),0
B12,SampB12,0.5000,5000,,0.1652,17571,20.0640,90.3130,20.0575,N/A (Size threshold is less than lower marker end point),0
C1,SampC1,0.0291,35,,1.3602,630,24.9326,256.6251,25.1313,N/A (Size threshold is less than lower marker end point),0
C1,SampC1,0.1305,52,0.5,4.3599,67,24.9326,256.6251,25.1313,N/A (Size threshold is less than lower marker end point),0
C1,SampC1,6.6322,63,26.6,172.6059,14508,24.9326,256.6251,25.1313,N/A (Size threshold is less than lower marker end point),0
C1,SampC1,0.1765,94,0.7,3.1501,113,24.9326,256.6251,25.1313,N/A (Size threshold is less than lower marker end point),0
C1,SampC1,0.0802,103,0.3,1.2783,100,24.9326,256.6251,25.1313,N/A (Size threshold is less than lower marker end point),0
C1,SampC1,0.0867,234,0.3,0.6119,52,24.9326,256.6251,25.1313,N/A (Size threshold is less than lower marker end point),0
C1,SampC1,0.0775,345,0.3,0.3730,142,24.9326,256.6251,25.1313,N/A (Size threshold is less than lower marker end point),0
C1,SampC1,15.2016,388,61.0,65.1314,20243,24.9326,256.6251,25.1313,N/A (Size threshold is less than lower marker end point),0
C1,SampC1,1.3662,413,5.5,5.4034,862,24.9326,256.6251,25.1313,N/A (Size threshold is less than lower marker end point),0
C1,SampC1,0.1543,452,0.6,0.5654,189,24.9326,256.6251,25.1313,N/A (Size threshold is less than lower marker end point),0
C1,SampC1,0.2632,462,1.1,0.9314,229,24.9326,256.6251,25.1313,N/A (Size threshold is less than lower marker end point),0
C1,SampC1,0.2801,499,1.1,0.9218,353,24.9326,256.6251,25.1313,N/A (Size threshold is less than lower marker end point),0
C1,SampC1,0.2368,557,0.9,0.7046,439,24.9326,256.6251,25.1313,N/A (Size threshold is less than lower marker end point),0
C1,SampC1,0.2468,691,1.0,0.5878,84,24.9326,256.6251,25.1313,N/A (Size threshold is less than lower marker end point),0
C1,SampC1,0.5000,5000,,0.1650,19179,24.9326,256.6251,25.1313,N/A (Size threshold is less than lower marker end point),0
C2,SampC2,0.0313,35,,1.4624,638,25.7245,256.8126,26.1132,N/A (Size threshold is less than lower marker end point),0
C2,SampC2,0.0996,46,0.4,3.3970,68,25.7245,256.8126,26.1132,N/A (Size threshold is less than lower marker end point),0
C2,SampC2,7.0744,64,27.5,184.1143,14350,25.7245,256.8126,26.1132,N/A (Size threshold is less than lower marker end point),0
C2,SampC2,0.1400,100,0.5,2.3228,195,25.7245,256.8126,26.1132,N/A (Size threshold is less than lower marker end point),0
C2,SampC2,0.7259,246,2.8,4.7563,150,25.7245,256.8126,26.1132,N/A (Size threshold is less than lower marker end point),0
C2,SampC2,11.7224,429,45.6,45.1699,11725,25.7245,256.8126,26.1132,N/A (Size threshold is less than lower marker end point),0
C2,SampC2,0.3195,476,1.2,1.1090,373,25.7245,256.8126,26.1132,N/A (Size threshold is less than lower marker end point),0
C2,SampC2,0.2550,485,1.0,0.8635,269,25.7245,256.8126,26.1132,N/A (Size threshold is less than lower marker end point),0
C2,SampC2,0.1387,514,0.5,0.4492,152,25.7245,256.8126,26.1132,N/A (Size threshold is less than lower marker end point),0
C2,SampC2,4.0977,565,15.9,11.9561,2592,25.7245,256.8126,26.1132,N/A (Size threshold is less than lower marker end point),0
C2,SampC2,0.9328,647,3.6,2.3837,1348,25.7245,256.8126,26.1132,N/A (Size threshold is less than lower marker end point),0
C2,SampC2,0.0416,689,0.2,0.0998,51,25.7245,256.8126,26.1132,N/A (Size threshold is less than lower marker end point),0
C2,SampC2,0.1769,1712,0.7,0.1910,61,25.7245,256.8126,26.1132,N/A (Size threshold is less than lower marker end point),0
C2,SampC2,0.5000,5000,,0.1646,18105,25.7245,256.8126,26.1132,N/A (Size threshold is less than lower marker end point),0
C3,SampC3,0.0867,35,,4.0478,1236,18.0804,263.7377,18.3964,N/A (Size threshold is less than lower marker end point),0
C3,SampC3,0.7708,53,4.3,24.7566,524,18.0804,263.7377,18.3964,N/A (Size threshold is less than lower marker end point),0
C3,SampC3,7.4898,63,41.4,194.9252,13648,18.0804,263.7377,18.3964,N/A (Size threshold is less than lower marker end point),0
C3,SampC3,0.0570,86,0.3,1.1011,75,18.0804,263.7377,18.3964,N/A (Size threshold is less than lower marker end point),0
C3,SampC3,0.1720,91,1.0,3.0695,135,18.0804,263.7377,18.3964,N/A (Size threshold is less than lower marker end point),0
C3,SampC3,0.1589,103,0.9,2.5584,182,18.0804,263.7377,18.3964,N/A (Size threshold is less than lower marker end point),0
C3,SampC3,0.1515,132,0.8,1.9142,96,18.0804,263.7377,18.3964,N/A (Size threshold is less than lower marker end point),0
C3,SampC3,0.1539,140,0.9,1.8062,129,18.0804,263.7377,18.3964,N/A (Size threshold is less than lower marker end point),0
C3,SampC3,8.3528,450,46.2,30.9543,11539,18.0804,263.7377,18.3964,N/A (Size threshold is less than lower marker end point),0
C3,SampC3,0.7736,474,4.3,2.6521,273,18.0804,263.7377,18.3964,N/A (Size threshold is less than lower marker end point),0
C3,SampC3,0.5000,5000,,0.1653,16801,18.0804,263.7377,18.3964,N/A (Size threshold is less than lower marker end point),0
C4,SampC4,0.0308,35,,1.4395,554,31.9569,296.8943,32.1961,N/A (Size threshold is less than lower marker end point),0
C4,SampC4,0.0695,47,0.2,2.4220,54,31.9569,296.8943,32.1961,N/A (Size threshold is less than lower marker end point),0
C4,SampC4,7.5927,63,23.8,197.6018,14075,31.9569,296.8943,32.1961,N/A (Size threshold is less than lower marker end point),0
C4,SampC4,0.0943,104,0.3,1.4757,92,31.9569,296.8943,32.1961,N/A (Size threshold is less than lower marker end point),0
C4,SampC4,0.9441,123,3.0,12.6098,512,31.9569,296.8943,32.1961,N/A (Size threshold is less than lower marker end point),0
C4,SampC4,0.1914,298,0.6,1.0819,87,31.9569,296.8943,32.1961,N/A (Size threshold is less than lower marker end point),0
C4,SampC4,0.1492,306,0.5,0.7945,85,31.9569,296.8943,32.1961,N/A (Size threshold is less than lower marker end point),0
C4,SampC4,0.0901,323,0.3,0.4548,62,31.9569,296.8943,32.1961,N/A (Size threshold is less than lower marker end point),0
C4,SampC4,18.2037,459,57.0,65.5422,21105,31.9569,296.8943,32.1961,N/A (Size threshold is less than lower marker end point),0
C4,SampC4,1.5209,475,4.8,5.2357,1378,31.9569,296.8943,32.1961,N/A (Size threshold is less than lower marker end point),0
C4,SampC4,1.0699,507,3.3,3.5139,615,31.9569,296.8943,32.1961,N/A (Size threshold is less than lower marker end point),0
C4,SampC4,1.8963,533,5.9,5.8875,1023,31.9569,296.8943,32.1961,N/A (Size threshold is less than lower marker end point),0
C4,SampC4,0.0895,571,0.3,0.2574,107,31.9569,296.8943,32.1961,N/A (Size threshold is less than lower marker end point),0
C4,SampC4,0.0453,4409,0.1,0.0172,53,31.9569,296.8943,32.1961,N/A (Size threshold is less than lower marker end point),0
C4,SampC4,0.5000,5000,,0.1653,16630,31.9569,296.8943,32.1961,N/A (Size threshold is less than lower marker end point),0
C5,SampC5,0.0305,35,,1.4226,547,43.1682,304.7497,43.4770,N/A (Size threshold is less than lower marker end point),0
C5,SampC5,0.1831,50,0.4,6.1182,77,43.1682,304.7497,43.4770,N/A (Size threshold is less than lower marker end point),0
C5,SampC5,6.4529,63,14.9,167.9388,13649,43.1682,304.7497,43.4770,N/A (Size threshold is less than lower marker end point),0
C5,SampC5,0.1789,88,0.4,3.2641,89,43.1682,304.7497,43.4770,N/A (Size threshold is less than lower marker end point),0
C5,SampC5,0.0754,103,0.2,1.2016,106,43.1682,304.7497,43.4770,N/A (Size threshold is less than lower marker end point),0
C5,SampC5,34.9033,472,80.9,122.1952,39156,43.1682,304.7497,43.4770,N/A (Size threshold is less than lower marker end point),0
C5,SampC5,1.1108,547,2.6,3.3235,699,43.1682,304.7497,43.4770,N/A (Size threshold is less than lower marker end point),0
C5,SampC5,0.2638,598,0.6,0.7083,138,43.1682,304.7497,43.4770,N/A (Size threshold is less than lower marker end point),0
C5,SampC5,0.5000,5000,,0.1647,18644,43.1682,304.7497,43.4770,N/A (Size threshold is less than lower marker end point),0
C6,SampC6,0.0360,35,,1.6326,565,42.6663,349.4951,42.7876,N/A (Size threshold is less than lower marker end point),0
C6,SampC6,0.3752,54,0.9,12.0503,150,42.6663,349.4951,42.7876,N/A (Size threshold is less than lower marker end point),0
C6,SampC6,7.7261,63,18.1,201.0745,14016,42.6663,349.4951,42.7876,N/A (Size threshold is less than lower marker end point),0
C6,SampC6,0.1439,95,0.3,2.4877,175,42.6663,349.4951,42.7876,N/A (Size threshold is less than lower marker end point),0
C6,SampC6,1.3198,119,3.1,18.2199,809,42.6663,349.4951,42.7876,N/A (Size threshold is less than lower marker end point),0
C6,SampC6,25.3247,464,59.4,90.3907,28247,42.6663,349.4951,42.7876,N/A (Size threshold is less than lower marker end point),0
C6,SampC6,2.7304,478,6.4,9.3404,3283,42.6663,349.4951,42.7876,N/A (Size threshold is less than lower marker end point),0
C6,SampC6,3.8009,519,8.9,12.1921,2670,42.6663,349.4951,42.7876,N/A (Size threshold is less than lower marker end point),0
C6,SampC6,1.2453,538,2.9,3.7394,771,42.6663,349.4951,42.7876,N/A (Size threshold is less than lower marker end point),0
C6,SampC6,0.5000,5000,,0.1647,16658,42.6663,349.4951,42.7876,N/A (Size threshold is less than lower marker end point),0
C7,SampC7,0.5233,35,,25.1483,12772,26.2394,97.0262,26.5430,N/A (Size threshold is less than lower marker end point),0
C7,SampC7,0.1006,61,0.4,2.5775,56,26.2394,97.0262,26.5430,N/A (Size threshold is less than lower marker end point),0
C7,SampC7,0.0755,75,0.3,1.6306,94,26.2394,97.0262,26.5430,N/A (Size threshold is less than lower marker end point),0
C7,SampC7,0.0473,394,0.2,0.1990,59,26.2394,97.0262,26.5430,N/A (Size threshold is less than lower marker end point),0
C7,SampC7,25.9559,464,98.9,92.4432,34685,26.2394,97.0262,26.5430,N/A (Size threshold is less than lower marker end point),0
C7,SampC7,0.0601,564,0.2,0.1759,94,26.2394,97.0262,26.5430,N/A (Size threshold is less than lower marker end point),0
C7,SampC7,0.5000,5000,,0.1647,17710,26.2394,97.0262,26.5430,N/A (Size threshold is less than lower marker end point),0
C8,SampC8,0.0294,35,,1.3734,525,46.2705,372.3905,46.6511,N/A (Size threshold is less than lower marker end point),0
C8,SampC8,0.0623,46,0.1,2.1704,51,46.2705,372.3905,46.6511,N/A (Size threshold is less than lower marker end point),0
C8,SampC8,8.2425,64,17.8,214.5129,13753,46.2705,372.3905,46.6511,N/A (Size threshold is less than lower marker end point),0
C8,SampC8,0.0565,97,0.1,0.9768,62,46.2705,372.3905,46.6511,N/A (Size threshold is less than lower marker end point),0
C8,SampC8,0.0807,111,0.2,1.2168,59,46.2705,372.3905,46.6511,N/A (Size threshold is less than lower marker end point),0
C8,SampC8,0.2649,116,0.6,3.7509,272,46.2705,372.3905,46.6511,N/A (Size threshold is less than lower marker end point),0
C8,SampC8,36.2600,412,78.4,145.5105,36878,46.2705,372.3905,46.6511,N/A (Size threshold is less than lower marker end point),0
C8,SampC8,0.7152,459,1.5,2.5147,360,46.2705,372.3905,46.6511,N/A (Size threshold is less than lower marker end point),0
C8,SampC8,0.4215,544,0.9,1.2773,216,46.2705,372.3905,46.6511,N/A (Size threshold is less than lower marker end point),0
C8,SampC8,0.0981,577,0.2,0.2798,73,46.2705,372.3905,46.6511,N/A (Size threshold is less than lower marker end point),0
C8,SampC8,0.0688,630,0.1,0.1805,105,46.2705,372.3905,46.6511,N/A (Size threshold is less than lower marker end point),0
C8,SampC8,0.5000,5000,,0.1648,15470,46.2705,372.3905,46.6511,N/A (Size threshold is less than lower marker end point),0
C9,SampC9,0.0278,35,,1.2986,520,35.6382,297.1539,35.8388,N/A (Size threshold is less than lower marker end point),0
C9,SampC9,0.1785,52,0.5,5.8469,98,35.6382,297.1539,35.8388,N/A (Size threshold is less than lower marker end point),0
C9,SampC9,7.1016,63,19.9,184.8207,12908,35.6382,297.1539,35.8388,N/A (Size threshold is less than lower marker end point),0
C9,SampC9,0.1975,91,0.6,3.6022,101,35.6382,297.1539,35.8388,N/A (Size threshold is less than lower marker end point),0
C9,SampC9,0.1665,103,0.5,2.6543,200,35.6382,297.1539,35.8388,N/A (Size threshold is less than lower marker end point),0
C9,SampC9,0.1099,413,0.3,0.4441,101,35.6382,297.1539,35.8388,N/A (Size threshold is less than lower marker end point),0
C9,SampC9,25.9408,461,72.8,93.3997,32770,35.6382,297.1539,35.8388,N/A (Size threshold is less than lower marker end point),0
C9,SampC9,1.7496,485,4.9,5.8160,809,35.6382,297.1539,35.8388,N/A (Size threshold is less than lower marker end point),0
C9,SampC9,0.1939,558,0.5,0.5699,140,35.6382,297.1539,35.8388,N/A (Size threshold is less than lower marker end point),0
C9,SampC9,0.5000,5000,,0.1652,16320,35.6382,297.1539,35.8388,N/A (Size threshold is less than lower marker end point),0
C10,SampC10,0.5357,35,,25.0125,14070,20.8327,90.1679,20.9525,N/A (Size threshold is less than lower marker end point),0
C10,SampC10,0.1155,91,0.6,2.1798,87,20.8327,90.1679,20.9525,N/A (Size threshold is less than lower marker end point),0
C10,SampC10,0.7298,101,3.5,11.9836,613,20.8327,90.1679,20.9525,N/A (Size threshold is less than lower marker end point),0
C10,SampC10,0.2390,115,1.1,3.3852,224,20.8327,90.1679,20.9525,N/A (Size threshold is less than lower marker end point),0
C10,SampC10,0.3020,272,1.4,1.8331,87,20.8327,90.1679,20.9525,N/A (Size threshold is less than lower marker end point),0
C10,SampC10,0.0560,387,0.3,0.2412,55,20.8327,90.1679,20.9525,N/A (Size threshold is less than lower marker end point),0
C10,SampC10,14.2803,442,68.5,53.5229,19156,20.8327,90.1679,20.9525,N/A (Size threshold is less than lower marker end point),0
C10,SampC10,1.3052,459,6.3,4.6487,1247,20.8327,90.1679,20.9525,N/A (Size threshold is less than lower marker end point),0
C10,SampC10,3.8048,510,18.3,12.3733,1453,20.8327,90.1679,20.9525,N/A (Size threshold is less than lower marker end point),0
C10,SampC10,0.5000,5000,,0.1646,18932,20.8327,90.1679,20.9525,N/A (Size threshold is less than lower marker end point),0
C11,SampC11,0.0309,35,,1.4434,510,32.1484,272.7680,32.3077,N/A (Size threshold is less than lower marker end point),0
C11,SampC11,0.3187,53,1.0,10.2352,131,32.1484,272.7680,32.3077,N/A (Size threshold is less than lower marker end point),0
C11,SampC11,6.3744,63,19.8,165.8960,12349,32.1484,272.7680,32.3077,N/A (Size threshold is less than lower marker end point),0
C11,SampC11,0.1974,89,0.6,3.5619,104,32.1484,272.7680,32.3077,N/A (Size threshold is less than lower marker end point),0
C11,SampC11,0.1472,103,0.5,2.2808,110,32.1484,272.7680,32.3077,N/A (Size threshold is less than lower marker end point),0
C11,SampC11,0.1669,412,0.5,0.6762,140,32.1484,272.7680,32.3077,N/A (Size threshold is less than lower marker end point),0
C11,SampC11,23.6195,457,73.5,85.7925,30418,32.1484,272.7680,32.3077,N/A (Size threshold is less than lower marker end point),0
C11,SampC11,1.2837,481,4.0,4.3108,562,32.1484,272.7680,32.3077,N/A (Size threshold is less than lower marker end point),0
C11,SampC11,0.0406,4682,0.1,0.0146,55,32.1484,272.7680,32.3077,N/A (Size threshold is less than lower marker end point),0
C11,SampC11,0.5000,5000,,0.1650,17624,32.1484,272.7680,32.3077,N/A (Size threshold is less than lower marker end point),0
C12,SampC12,0.6191,35,,28.9087,12511,36.2241,154.2999,36.6018,N/A (Size threshold is less than lower marker end point),0
C12,SampC12,0.1664,74,0.5,3.7390,204,36.2241,154.2999,36.6018,N/A (Size threshold is less than lower marker end point),0
C12,SampC12,33.9599,396,93.7,142.5336,37119,36.2241,154.2999,36.6018,N/A (Size threshold is less than lower marker end point),0
C12,SampC12,2.0979,422,5.8,8.0274,793,36.2241,154.2999,36.6018,N/A (Size threshold is less than lower marker end point),0
C12,SampC12,0.5000,5000,,0.1651,15706,36.2241,154.2999,36.6018,N/A (Size threshold is less than lower marker end point),0
D1,SampD1,0.0347,35,,1.5311,565,30.4556,265.3288,30.6886,N/A (Size threshold is less than lower marker end point),0
D1,SampD1,6.6669,63,21.9,173.5093,13703,30.4556,265.3288,30.6886,N/A (Size threshold is less than lower marker end point),0
D1,SampD1,0.1769,97,0.6,3.0263,183,30.4556,265.3288,30.6886,N/A (Size threshold is less than lower marker end point),0
D1,SampD1,0.0970,117,0.3,1.3972,92,30.4556,265.3288,30.6886,N/A (Size threshold is less than lower marker end point),0
D1,SampD1,0.4459,124,1.5,5.9079,304,30.4556,265.3288,30.6886,N/A (Size threshold is less than lower marker end point),0
D1,SampD1,0.0717,284,0.2,0.4199,61,30.4556,265.3288,30.6886,N/A (Size threshold is less than lower marker end point),0
D1,SampD1,0.2395,294,0.8,1.3131,121,30.4556,265.3288,30.6886,N/A (Size threshold is less than lower marker end point),0
D1,SampD1,18.3015,463,60.1,65.4648,28989,30.4556,265.3288,30.6886,N/A (Size threshold is less than lower marker end point),0
D1,SampD1,1.1110,480,3.6,3.7771,940,30.4556,265.3288,30.6886,N/A (Size threshold is less than lower marker end point),0
D1,SampD1,2.0614,513,6.8,6.6510,1009,30.4556,265.3288,30.6886,N/A (Size threshold is less than lower marker end point),0
D1,SampD1,1.2838,535,4.2,3.8623,909,30.4556,265.3288,30.6886,N/A (Size threshold is less than lower marker end point),0
D1,SampD1,0.5000,5000,,0.1645,18314,30.4556,265.3288,30.6886,N/A (Size threshold is less than lower marker end point),0
D2,SampD2,0.0564,35,,2.7113,640,29.6425,291.9171,29.9707,N/A (Size threshold is less than lower marker end point),0
D2,SampD2,0.4073,50,1.4,13.3434,246,29.6425,291.9171,29.9707,N/A (Size threshold is less than lower marker end point),0
D2,SampD2,7.6527,63,25.8,199.1639,13185,29.6425,291.9171,29.9707,N/A (Size threshold is less than lower marker end point),0
D2,SampD2,0.0695,80,0.2,1.4247,80,29.6425,291.9171,29.9707,N/A (Size threshold is less than lower marker end point),0
D2,SampD2,0.1367,103,0.5,2.1375,96,29.6425,291.9171,29.9707,N/A (Size threshold is less than lower marker end point),0
D2,SampD2,19.9596,466,67.3,71.2411,25556,29.6425,291.9171,29.9707,N/A (Size threshold is less than lower marker end point),0
D2,SampD2,0.3219,488,1.1,1.0875,358,29.6425,291.9171,29.9707,N/A (Size threshold is less than lower marker end point),0
D2,SampD2,1.0949,496,3.7,3.5189,429,29.6425,291.9171,29.9707,N/A (Size threshold is less than lower marker end point),0
D2,SampD2,0.5000,5000,,0.1650,15367,29.6425,291.9171,29.9707,N/A (Size threshold is less than lower marker end point),0
D3,SampD3,0.0355,35,,1.6598,593,35.0914,306.8526,35.5221,N/A (Size threshold is less than lower marker end point),0
D3,SampD3,7.6806,64,21.9,199.8899,13521,35.0914,306.8526,35.5221,N/A (Size threshold is less than lower marker end point),0
D3,SampD3,0.1589,100,0.5,2.6354,193,35.0914,306.8526,35.5221,N/A (Size threshold is less than lower marker end point),0
D3,SampD3,0.1692,228,0.5,1.2367,83,35.0914,306.8526,35.5221,N/A (Size threshold is less than lower marker end point),0
D3,SampD3,0.3209,239,0.9,2.1454,82,35.0914,306.8526,35.5221,N/A (Size threshold is less than lower marker end point),0
D3,SampD3,25.2225,430,71.9,96.7371,26929,35.0914,306.8526,35.5221,N/A (Size threshold is less than lower marker end point),0
D3,SampD3,0.1243,493,0.4,0.4068,124,35.0914,306.8526,35.5221,N/A (Size threshold is less than lower marker end point),0
D3,SampD3,0.3017,566,0.9,0.8772,190,35.0914,306.8526,35.5221,N/A (Size threshold is less than lower marker end point),0
